0.000000 	 0.100200 	 0.000001 	 1.995118 	 0.013869 
0.000100 	 0.100399 	 0.000002 	 1.989830 	 0.019958 
0.000200 	 0.100598 	 0.000004 	 1.984420 	 0.024542 
0.000300 	 0.100796 	 0.000007 	 1.979376 	 0.027485 
0.000400 	 0.100994 	 0.000009 	 1.974644 	 0.030653 
0.000500 	 0.101191 	 0.000012 	 1.969645 	 0.033717 
0.000600 	 0.101388 	 0.000015 	 1.965083 	 0.036904 
0.000700 	 0.101584 	 0.000018 	 1.960369 	 0.038935 
0.000800 	 0.101780 	 0.000022 	 1.954959 	 0.041028 
0.000900 	 0.101975 	 0.000025 	 1.950246 	 0.043672 
0.001000 	 0.102170 	 0.000029 	 1.945826 	 0.045481 
0.001100 	 0.102364 	 0.000033 	 1.940841 	 0.048146 
0.001200 	 0.102558 	 0.000037 	 1.935742 	 0.049370 
0.001300 	 0.102751 	 0.000042 	 1.930571 	 0.050877 
0.001400 	 0.102944 	 0.000046 	 1.925674 	 0.053205 
0.001500 	 0.103136 	 0.000051 	 1.921663 	 0.054601 
0.001600 	 0.103328 	 0.000056 	 1.917014 	 0.056578 
0.001700 	 0.103520 	 0.000060 	 1.912345 	 0.057983 
0.001800 	 0.103710 	 0.000066 	 1.907083 	 0.059738 
0.001900 	 0.103901 	 0.000071 	 1.901942 	 0.061285 
0.002000 	 0.104091 	 0.000076 	 1.896667 	 0.063049 
0.002100 	 0.104280 	 0.000082 	 1.891308 	 0.062924 
0.002200 	 0.104469 	 0.000087 	 1.885868 	 0.063579 
0.002300 	 0.104657 	 0.000093 	 1.880522 	 0.065268 
0.002400 	 0.104845 	 0.000098 	 1.875538 	 0.066998 
0.002500 	 0.105032 	 0.000104 	 1.870023 	 0.066747 
0.002600 	 0.105219 	 0.000110 	 1.864852 	 0.068272 
0.002700 	 0.105405 	 0.000115 	 1.859395 	 0.069133 
0.002800 	 0.105591 	 0.000121 	 1.853579 	 0.070519 
0.002900 	 0.105776 	 0.000128 	 1.848592 	 0.071447 
0.003000 	 0.105961 	 0.000134 	 1.843933 	 0.073151 
0.003100 	 0.106145 	 0.000140 	 1.839190 	 0.073846 
0.003200 	 0.106329 	 0.000146 	 1.834349 	 0.075656 
0.003300 	 0.106512 	 0.000153 	 1.829367 	 0.076914 
0.003400 	 0.106695 	 0.000159 	 1.824920 	 0.077798 
0.003500 	 0.106877 	 0.000166 	 1.819796 	 0.078827 
0.003600 	 0.107058 	 0.000173 	 1.814770 	 0.079741 
0.003700 	 0.107240 	 0.000179 	 1.809572 	 0.081199 
0.003800 	 0.107420 	 0.000186 	 1.804052 	 0.082607 
0.003900 	 0.107600 	 0.000194 	 1.797807 	 0.083701 
0.004000 	 0.107780 	 0.000201 	 1.793116 	 0.084093 
0.004100 	 0.107959 	 0.000208 	 1.788236 	 0.085655 
0.004200 	 0.108138 	 0.000215 	 1.783763 	 0.086573 
0.004300 	 0.108316 	 0.000223 	 1.778944 	 0.087261 
0.004400 	 0.108493 	 0.000230 	 1.773764 	 0.088352 
0.004500 	 0.108671 	 0.000238 	 1.769090 	 0.089234 
0.004600 	 0.108847 	 0.000246 	 1.763336 	 0.089919 
0.004700 	 0.109023 	 0.000253 	 1.758596 	 0.090428 
0.004800 	 0.109199 	 0.000261 	 1.752873 	 0.091854 
0.004900 	 0.109374 	 0.000269 	 1.747634 	 0.093391 
0.005000 	 0.109548 	 0.000277 	 1.742900 	 0.094100 
0.005100 	 0.109722 	 0.000285 	 1.738122 	 0.095139 
0.005200 	 0.109896 	 0.000293 	 1.733000 	 0.095660 
0.005300 	 0.110069 	 0.000301 	 1.727174 	 0.096171 
0.005400 	 0.110242 	 0.000309 	 1.722279 	 0.096557 
0.005500 	 0.110413 	 0.000318 	 1.717563 	 0.097617 
0.005600 	 0.110585 	 0.000326 	 1.712343 	 0.098224 
0.005700 	 0.110756 	 0.000334 	 1.707292 	 0.098775 
0.005800 	 0.110926 	 0.000343 	 1.702198 	 0.099455 
0.005900 	 0.111096 	 0.000351 	 1.696667 	 0.099979 
0.006000 	 0.111266 	 0.000360 	 1.691696 	 0.100963 
0.006100 	 0.111435 	 0.000368 	 1.686053 	 0.101007 
0.006200 	 0.111603 	 0.000377 	 1.681528 	 0.102063 
0.006300 	 0.111771 	 0.000386 	 1.675949 	 0.103221 
0.006400 	 0.111938 	 0.000394 	 1.670643 	 0.104454 
0.006500 	 0.112105 	 0.000403 	 1.665625 	 0.105669 
0.006600 	 0.112272 	 0.000412 	 1.660863 	 0.106106 
0.006700 	 0.112437 	 0.000421 	 1.655696 	 0.106966 
0.006800 	 0.112603 	 0.000430 	 1.650938 	 0.108490 
0.006900 	 0.112768 	 0.000439 	 1.646536 	 0.109281 
0.007000 	 0.112932 	 0.000448 	 1.641246 	 0.110162 
0.007100 	 0.113096 	 0.000458 	 1.636903 	 0.111266 
0.007200 	 0.113259 	 0.000467 	 1.632310 	 0.111889 
0.007300 	 0.113422 	 0.000477 	 1.627454 	 0.112493 
0.007400 	 0.113585 	 0.000486 	 1.622364 	 0.112731 
0.007500 	 0.113747 	 0.000496 	 1.617896 	 0.113355 
0.007600 	 0.113908 	 0.000506 	 1.613574 	 0.114460 
0.007700 	 0.114069 	 0.000515 	 1.607927 	 0.115493 
0.007800 	 0.114230 	 0.000525 	 1.603140 	 0.116412 
0.007900 	 0.114390 	 0.000535 	 1.597566 	 0.117137 
0.008000 	 0.114549 	 0.000545 	 1.591906 	 0.117353 
