0.000000 	 0.100198 	 1.978175 
0.000100 	 0.100395 	 1.971462 
0.000200 	 0.100592 	 1.965412 
0.000300 	 0.100788 	 1.973153 
0.000400 	 0.100985 	 1.976848 
0.000500 	 0.101184 	 1.975200 
0.000600 	 0.101381 	 1.976033 
0.000700 	 0.101579 	 1.974744 
0.000800 	 0.101776 	 1.980019 
0.000900 	 0.101974 	 1.959677 
0.001000 	 0.102169 	 1.967456 
0.001100 	 0.102366 	 1.957608 
0.001200 	 0.102562 	 1.943775 
0.001300 	 0.102756 	 1.936211 
0.001400 	 0.102949 	 1.927369 
0.001500 	 0.103142 	 1.917325 
0.001600 	 0.103333 	 1.912410 
0.001700 	 0.103523 	 1.903682 
0.001800 	 0.103713 	 1.894998 
0.001900 	 0.103903 	 1.886940 
0.002000 	 0.104092 	 1.893757 
0.002100 	 0.104280 	 1.887513 
0.002200 	 0.104468 	 1.884241 
0.002300 	 0.104657 	 1.885560 
0.002400 	 0.104846 	 1.893515 
0.002500 	 0.105036 	 1.907151 
0.002600 	 0.105227 	 1.909658 
0.002700 	 0.105416 	 1.883168 
0.002800 	 0.105604 	 1.882405 
0.002900 	 0.105791 	 1.865688 
0.003000 	 0.105977 	 1.867884 
0.003100 	 0.106164 	 1.867119 
0.003200 	 0.106351 	 1.864768 
0.003300 	 0.106538 	 1.862958 
0.003400 	 0.106725 	 1.862118 
0.003500 	 0.106911 	 1.854517 
0.003600 	 0.107095 	 1.842966 
0.003700 	 0.107279 	 1.833048 
0.003800 	 0.107463 	 1.837137 
0.003900 	 0.107646 	 1.839777 
0.004000 	 0.107831 	 1.852603 
0.004100 	 0.108014 	 1.833875 
0.004200 	 0.108198 	 1.837887 
0.004300 	 0.108380 	 1.836374 
0.004400 	 0.108564 	 1.840759 
0.004500 	 0.108748 	 1.838399 
0.004600 	 0.108932 	 1.834354 
0.004700 	 0.109115 	 1.836636 
0.004800 	 0.109299 	 1.834928 
0.004900 	 0.109483 	 1.835231 
0.005000 	 0.109666 	 1.829804 
0.005100 	 0.109848 	 1.816280 
0.005200 	 0.110028 	 1.797545 
0.005300 	 0.110206 	 1.767153 
0.005400 	 0.110384 	 1.756666 
0.005500 	 0.110558 	 1.762535 
0.005600 	 0.110735 	 1.765331 
0.005700 	 0.110910 	 1.738889 
0.005800 	 0.111084 	 1.735095 
0.005900 	 0.111259 	 1.747007 
0.006000 	 0.111434 	 1.727491 
0.006100 	 0.111605 	 1.708216 
0.006200 	 0.111776 	 1.690727 
0.006300 	 0.111946 	 1.708633 
0.006400 	 0.112117 	 1.694392 
0.006500 	 0.112287 	 1.703860 
0.006600 	 0.112457 	 1.696526 
0.006700 	 0.112627 	 1.695560 
0.006800 	 0.112797 	 1.675659 
0.006900 	 0.112963 	 1.668591 
0.007000 	 0.113129 	 1.662070 
0.007100 	 0.113294 	 1.648281 
0.007200 	 0.113460 	 1.671301 
0.007300 	 0.113627 	 1.680276 
0.007400 	 0.113796 	 1.673372 
0.007500 	 0.113963 	 1.677539 
0.007600 	 0.114132 	 1.663894 
0.007700 	 0.114298 	 1.674022 
0.007800 	 0.114466 	 1.668932 
0.007900 	 0.114633 	 1.649025 
0.008000 	 0.114798 	 1.652624 
0.008100 	 0.114962 	 1.642455 
0.008200 	 0.115128 	 1.640018 
0.008300 	 0.115293 	 1.657709 
0.008400 	 0.115460 	 1.659836 
0.008500 	 0.115626 	 1.648383 
0.008600 	 0.115792 	 1.651440 
0.008700 	 0.115957 	 1.657301 
0.008800 	 0.116122 	 1.653247 
0.008900 	 0.116286 	 1.617672 
0.009000 	 0.116446 	 1.609596 
0.009100 	 0.116606 	 1.601936 
0.009200 	 0.116766 	 1.594899 
0.009300 	 0.116925 	 1.601837 
0.009400 	 0.117087 	 1.614641 
0.009500 	 0.117248 	 1.603714 
0.009600 	 0.117408 	 1.614425 
0.009700 	 0.117569 	 1.597178 
0.009800 	 0.117727 	 1.579634 
0.009900 	 0.117884 	 1.562788 
0.010000 	 0.118040 	 1.555574 
0.010100 	 0.118194 	 1.540092 
0.010200 	 0.118348 	 1.533158 
0.010300 	 0.118502 	 1.521900 
0.010400 	 0.118653 	 1.511848 
0.010500 	 0.118802 	 1.487453 
0.010600 	 0.118953 	 1.512774 
0.010700 	 0.119104 	 1.511289 
0.010800 	 0.119256 	 1.506459 
0.010900 	 0.119406 	 1.502797 
0.011000 	 0.119555 	 1.501874 
0.011100 	 0.119704 	 1.491395 
0.011200 	 0.119851 	 1.476546 
0.011300 	 0.119999 	 1.477558 
0.011400 	 0.120146 	 1.453691 
0.011500 	 0.120291 	 1.443303 
0.011600 	 0.120436 	 1.463244 
0.011700 	 0.120580 	 1.433367 
0.011800 	 0.120725 	 1.437832 
0.011900 	 0.120868 	 1.439466 
0.012000 	 0.121010 	 1.427733 
0.012100 	 0.121151 	 1.403379 
0.012200 	 0.121292 	 1.409097 
0.012300 	 0.121433 	 1.390849 
0.012400 	 0.121571 	 1.358259 
0.012500 	 0.121707 	 1.351134 
0.012600 	 0.121841 	 1.323684 
0.012700 	 0.121973 	 1.317406 
0.012800 	 0.122106 	 1.323402 
0.012900 	 0.122236 	 1.316273 
0.013000 	 0.122367 	 1.313614 
0.013100 	 0.122498 	 1.298862 
0.013200 	 0.122628 	 1.298237 
0.013300 	 0.122757 	 1.286597 
0.013400 	 0.122886 	 1.290389 
0.013500 	 0.123016 	 1.268916 
0.013600 	 0.123142 	 1.258536 
0.013700 	 0.123267 	 1.222930 
0.013800 	 0.123389 	 1.214899 
0.013900 	 0.123510 	 1.213230 
0.014000 	 0.123630 	 1.186250 
