"","id","experiment","problems","too.many.faces","age","educ","caucasian","hisp","black","middle.east","pacific.isl","native.am","south.asian","east.asian","southeast.asian","female","exclude","time","main.rating","time.spent","seen.before","face"
"QTRX13225144.25","QTRX13225144","likeability","",0,32,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",25,-82,6.837,2,"26"
"QTRX36980247.25","QTRX36980247","likeability","",0,24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",25,-3,3.21,2,"26"
"QTRX99730826.25","QTRX99730826","likeability","no",0,51,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",25,-2,9.731,2,"26"
"QTRX76930572.25","QTRX76930572","likeability","no",0,43,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",25,98,24.338,2,"26"
"QTRX40144432.25","QTRX40144432","likeability","No, none",0,43,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",25,22,11.872,2,"26"
"QTRX48772191.25","QTRX48772191","likeability","no",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,42,11.852,2,"26"
"QTRX13402532.25","QTRX13402532","likeability","No, not at all.",0,38,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,19,10.82,2,"26"
"QTRX22370400.25","QTRX22370400","likeability","No.",0,23,"a.No.HS",1,0,0,0,0,0,0,0,1,0,"no",25,-15,5.062,2,"26"
"QTRX80669090.25","QTRX80669090","likeability","No",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",25,100,4.688,2,"26"
"QTRX18797410.25","QTRX18797410","likeability","NO",0,22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",25,64,7.741,2,"26"
"QTRX74255804.25","QTRX74255804","likeability","no",0,54,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,-63,7.513,2,"26"
"QTRX89809862.25","QTRX89809862","likeability","none",0,52,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,-50,13.376,2,"26"
"QTRX80076731.25","QTRX80076731","likeability","Got an iFrame error but the questionnaire came up fine still",0,23,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,22,26.037,2,"26"
"QTRX59352522.25","QTRX59352522","likeability","No",0,38,"Post.Grad.Degree",1,1,0,0,0,0,0,0,0,1,"no",25,-20,10.171,2,"26"
"QTRX60185131.25","QTRX60185131","likeability","No.",0,23,"Post.Grad.Degree",0,0,0,0,0,0,0,0,1,1,"no",25,-86,7.352,2,"26"
"QTRX93958504.25","QTRX93958504","likeability","",0,29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,-100,9.95,2,"26"
"QTRX83000186.25","QTRX83000186","likeability","no",0,25,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,-13,5.686,2,"26"
"QTRX12836978.25","QTRX12836978","likeability","no",0,28,"c.2.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"no",25,-35,3.808,2,"26"
"QTRX13554782.25","QTRX13554782","likeability","",0,27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,24,3.927,2,"26"
"QTRX71072847.25","QTRX71072847","likeability","No",0,18,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,-94,7.03,2,"26"
"QTRX44184717.25","QTRX44184717","likeability","",0,30,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,39,3.997,2,"26"
"QTRX12016643.25","QTRX12016643","likeability","no",0,28,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",25,-60,9.128,2,"26"
"QTRX82994465.25","QTRX82994465","likeability","No problem",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,1,0,0,0,"no",25,40,10.662,2,"26"
"QTRX50509842.25","QTRX50509842","likeability","none",0,49,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,57,21.747,2,"26"
"QTRX68954622.25","QTRX68954622","likeability","",0,48,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,-8,5.821,2,"26"
"QTRX81924240.25","QTRX81924240","likeability","",0,28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,51,3.737,2,"26"
"QTRX67080730.25","QTRX67080730","likeability","no",0,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,-90,3.86,2,"26"
"QTRX95973874.25","QTRX95973874","likeability","No",0,28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,8,9.358,2,"26"
"QTRX30470836.25","QTRX30470836","likeability","No problems but that female face is going to creep out lots of people.",0,50,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,0,48.036,2,"26"
"QTRX35500213.25","QTRX35500213","likeability","No",0,20,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",25,7,8.826,2,"26"
"QTRX96605276.25","QTRX96605276","likeability","None",0,56,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",25,-44,10.9,2,"26"
"QTRX67320868.25","QTRX67320868","likeability","No",0,33,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",25,35,9.852,2,"26"
"QTRX75993525.25","QTRX75993525","likeability","No",0,20,"b.HS.only",0,1,0,0,0,0,0,0,0,0,"no",25,26,6.023,2,"26"
"QTRX12767746.25","QTRX12767746","likeability","Nope",0,35,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",25,-34,11.161,2,"26"
"QTRX66479425.25","QTRX66479425","likeability","no",0,24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,37,3.459,2,"26"
"QTRX31143729.25","QTRX31143729","likeability","No",0,34,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,-33,4.354,2,"26"
"QTRX83435732.25","QTRX83435732","likeability","",0,26,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,"no",25,-22,36.363,2,"26"
"QTRX50554026.25","QTRX50554026","likeability","No",0,29,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",25,-23,5.699,2,"26"
"QTRX83494909.25","QTRX83494909","likeability","No. To the below question, I could have looked at more - that was fun!",0,52,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",25,-75,17.532,2,"26"
"QTRX80487494.25","QTRX80487494","likeability","no",0,27,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",25,-62,10.241,2,"26"
"QTRX64983986.25","QTRX64983986","likeability","",0,36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,-11,6.425,2,"26"
"QTRX63682920.25","QTRX63682920","likeability","",0,24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,-42,5.404,2,"26"
"QTRX25169412.25","QTRX25169412","likeability","no",0,22,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,-100,4.526,2,"26"
"QTRX57327835.25","QTRX57327835","likeability","no",0,26,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",25,7,3.895,2,"26"
"QTRX49895866.25","QTRX49895866","likeability","no",0,53,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",25,-89,8.619,2,"26"
"QTRX10702448.25","QTRX10702448","likeability","none",0,20,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,-100,5.179,2,"26"
"QTRX42188423.25","QTRX42188423","likeability","No",0,43,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,0,11.398,2,"26"
"QTRX51146326.25","QTRX51146326","likeability","I experienced no confusion or technical problems.",0,25,"d.4.Yr.Coll",1,1,0,0,0,0,0,1,0,0,"no",25,62,7.45,2,"26"
"QTRX80477333.25","QTRX80477333","likeability","no",0,28,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,10,5.554,2,"26"
"QTRX76174070.25","QTRX76174070","likeability","Some of the robots didn't load and I had to keep restarting the survey.  But I think that might have been due to my internet connection.  In the end, they all loaded correctly.",0,41,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",25,-60,13.146,2,"26"
"QTRX69733512.25","QTRX69733512","likeability","no",0,30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,10,6.858,2,"26"
"QTRX72269157.25","QTRX72269157","likeability","No.  Thank you",0,51,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",25,42,14.452,2,"26"
"QTRX22257151.25","QTRX22257151","likeability","no",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",25,-62,7.233,2,"26"
"QTRX50004345.25","QTRX50004345","likeability","no",0,29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",25,-100,35.14,2,"26"
"QTRX59654414.25","QTRX59654414","likeability","the survey site was very slow",0,21,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",25,-60,9.069,2,"26"
"QTRX42544723.25","QTRX42544723","likeability","No",0,54,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",25,0,8.951,2,"26"
"QTRX23186969.25","QTRX23186969","likeability","",0,22,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",25,-2,4.232,2,"26"
"QTRX34495524.26","QTRX34495524","likeability","No.",0,43,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,"no",26,-86,15.876,2,"27"
"QTRX28119842.26","QTRX28119842","likeability","No, everything was clear.",0,33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-90,12.24,2,"27"
"QTRX57438736.26","QTRX57438736","likeability","no",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-100,5.292,2,"27"
"QTRX93199695.26","QTRX93199695","likeability","no i did not",0,27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",26,-89,22.175,2,"27"
"QTRX73286051.26","QTRX73286051","likeability","No",0,27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-71,7.975,2,"27"
"QTRX53153382.26","QTRX53153382","likeability","No",0,21,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",26,-20,10.535,2,"27"
"QTRX31664716.26","QTRX31664716","likeability","n",0,22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-8,4.534,1,"27"
"QTRX22615055.26","QTRX22615055","likeability","No",0,20,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",26,-100,3.483,2,"27"
"QTRX21605429.26","QTRX21605429","likeability","No",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-100,2.822,2,"27"
"QTRX31394357.26","QTRX31394357","likeability","No",0,56,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",26,-61,20.398,2,"27"
"QTRX80669090.26","QTRX80669090","likeability","No",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-63,6.02,2,"27"
"QTRX44449196.26","QTRX44449196","likeability","no",0,55,"b.HS.only",0,0,0,0,0,0,0,0,1,1,"no",26,-94,9.77,2,"27"
"QTRX30728502.26","QTRX30728502","likeability","",0,29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-100,7.107,2,"27"
"QTRX50652976.26","QTRX50652976","likeability","No",0,32,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-100,5.344,2,"27"
"QTRX98285732.26","QTRX98285732","likeability","",0,28,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",26,-61,9.189,2,"27"
"QTRX67935892.26","QTRX67935892","likeability","None",0,52,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-100,11.664,2,"27"
"QTRX37496717.26","QTRX37496717","likeability","no issues",0,33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",26,-100,6.095,2,"27"
"QTRX13554782.26","QTRX13554782","likeability","",0,27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",26,-20,3.773,2,"27"
"QTRX67080730.26","QTRX67080730","likeability","no",0,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-100,4.432,2,"27"
"QTRX92780096.26","QTRX92780096","likeability","zno",0,38,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-100,5.732,2,"27"
"QTRX29619820.26","QTRX29619820","likeability","No problems.  One of those early ones was fricking hideous, though. As in, call the army and destroy it. As in, if we're taken over by evil robot overlords, it'd be that one, in charge of the revolt.",0,37,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",26,-100,7.387,2,"27"
"QTRX36816792.26","QTRX36816792","likeability","Not at all.  ",0,44,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",26,-65,22.465,2,"27"
"QTRX34530059.26","QTRX34530059","likeability","No.",0,19,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",26,-69,9.626,2,"27"
"QTRX12120265.26","QTRX12120265","likeability","Nope!",0,34,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",26,-86,4.848,2,"27"
"QTRX54936967.26","QTRX54936967","likeability","No",1,26,"d.4.Yr.Coll",1,0,0,1,1,0,0,0,0,0,"no",26,-100,3.685,2,"27"
"QTRX77669880.26","QTRX77669880","likeability","No problems, everything was clear. ",0,37,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,1,"no",26,-99,16.125,2,"27"
"QTRX29688075.26","QTRX29688075","likeability","no",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-84,5.808,2,"27"
"QTRX48356522.26","QTRX48356522","likeability","no",0,68,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-60,7.73,2,"27"
"QTRX51783769.26","QTRX51783769","likeability","no",0,52,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-48,7.161,2,"27"
"QTRX88394516.26","QTRX88394516","likeability","",0,42,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-92,5.258,2,"27"
"QTRX19089714.26","QTRX19089714","likeability","",0,50,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"no",26,-7,7.091,2,"27"
"QTRX37787483.26","QTRX37787483","likeability","No",0,27,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",26,-100,4.112,2,"27"
"QTRX43673327.26","QTRX43673327","likeability","no confusion",0,49,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-19,13.192,2,"27"
"QTRX75553641.26","QTRX75553641","likeability","No",0,27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-99,6.296,2,"27"
"QTRX92526761.26","QTRX92526761","likeability","no",0,59,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",26,-38,8.946,2,"27"
"QTRX40330510.26","QTRX40330510","likeability","no",0,31,"Post.Grad.Degree",0,0,0,0,0,0,0,0,1,1,"no",26,-66,9.179,2,"27"
"QTRX31143729.26","QTRX31143729","likeability","No",0,34,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-94,6.708,2,"27"
"QTRX94952971.26","QTRX94952971","likeability","This was an interesting study, thank you for not making it be boring. ",0,27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",26,-61,8.126,2,"27"
"QTRX50554026.26","QTRX50554026","likeability","No",0,29,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",26,-84,4.482,2,"27"
"QTRX96593083.26","QTRX96593083","likeability","no",0,65,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-100,10.131,2,"27"
"QTRX13221974.26","QTRX13221974","likeability","no problems or confusion",0,35,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-87,5.629,2,"27"
"QTRX28462683.26","QTRX28462683","likeability","No",0,23,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",26,-100,5.634,2,"27"
"QTRX78110958.26","QTRX78110958","likeability","n/a",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-83,5.141,2,"27"
"QTRX57327835.26","QTRX57327835","likeability","no",0,26,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",26,-46,15.401,1,"27"
"QTRX19464568.26","QTRX19464568","likeability","NO",0,22,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",26,-65,12.794,2,"27"
"QTRX54474455.26","QTRX54474455","likeability","no",0,49,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-70,7.946,2,"27"
"QTRX58918783.26","QTRX58918783","likeability","No",0,42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-100,5.956,2,"27"
"QTRX91871116.26","QTRX91871116","likeability","Not that I'm aware of. Ran smooth on this end.",0,40,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-100,10.364,2,"27"
"QTRX76174070.26","QTRX76174070","likeability","Some of the robots didn't load and I had to keep restarting the survey.  But I think that might have been due to my internet connection.  In the end, they all loaded correctly.",0,41,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",26,-100,NA,2,"27"
"QTRX37254261.26","QTRX37254261","likeability","nope",0,54,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",26,-100,4.795,2,"27"
"QTRX55435369.26","QTRX55435369","likeability","",0,46,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-47,6.246,2,"27"
"QTRX57146741.26","QTRX57146741","likeability","No",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",26,-100,8.136,2,"27"
"QTRX41045598.26","QTRX41045598","likeability","no",0,33,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-75,8.376,2,"27"
"QTRX92136871.26","QTRX92136871","likeability","None",0,48,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",26,-70,29.811,2,"27"
"QTRX35056138.26","QTRX35056138","likeability","no",0,28,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",26,-100,6.034,2,"27"
"QTRX42261460.26","QTRX42261460","likeability","no",0,44,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",26,-100,5.325,2,"27"
"QTRX96310623.26","QTRX96310623","likeability","no",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-82,8.407,2,"27"
"QTRX58715754.26","QTRX58715754","likeability","no",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",26,-89,4.305,2,"27"
"QTRX68180706.26","QTRX68180706","likeability","NO",0,32,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,0,"no",26,22,5.129,1,"27"
"QTRX96408191.26","QTRX96408191","likeability","",0,24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",26,-100,6.738,2,"27"
"QTRX62842901.26","QTRX62842901","likeability","no",0,23,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",26,-66,4.369,2,"27"
"QTRX25521074.27","QTRX25521074","likeability","no",1,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,34,4.036,2,"28"
"QTRX78247020.27","QTRX78247020","likeability","no",0,23,"b.HS.only",0,0,0,0,1,0,0,0,0,0,"no",27,24,8.995,1,"28"
"QTRX98338939.27","QTRX98338939","likeability","No",0,32,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,12,28.703,2,"28"
"QTRX57438736.27","QTRX57438736","likeability","no",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,16,5.06,2,"28"
"QTRX36980247.27","QTRX36980247","likeability","",0,24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,98,3.75,2,"28"
"QTRX26484213.27","QTRX26484213","likeability","no",0,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,8,2.327,2,"28"
"QTRX76930572.27","QTRX76930572","likeability","no",0,43,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",27,80,8.188,2,"28"
"QTRX36197011.27","QTRX36197011","likeability","no i did not",0,30,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",27,-63,5.859,2,"28"
"QTRX84393557.27","QTRX84393557","likeability","No problems with the HIT",0,19,"b.HS.only",1,0,0,1,0,0,0,0,0,0,"no",27,13,5.318,2,"28"
"QTRX17513678.27","QTRX17513678","likeability","no",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,41,10.153,2,"28"
"QTRX90961196.27","QTRX90961196","likeability","No",0,53,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,0,11.105,2,"28"
"QTRX93339751.27","QTRX93339751","likeability","no",0,43,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",27,40,7.611,2,"28"
"QTRX45994007.27","QTRX45994007","likeability","No",0,49,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,41,8.599,2,"28"
"QTRX74297548.27","QTRX74297548","likeability","No",0,33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,43,6.017,2,"28"
"QTRX30728502.27","QTRX30728502","likeability","",0,29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,0,5.775,2,"28"
"QTRX68914642.27","QTRX68914642","likeability","No",0,29,"d.4.Yr.Coll",0,1,0,0,0,0,1,0,0,0,"no",27,0,13.312,2,"28"
"QTRX60185131.27","QTRX60185131","likeability","No.",0,23,"Post.Grad.Degree",0,0,0,0,0,0,0,0,1,1,"no",27,100,6.089,2,"28"
"QTRX78076972.27","QTRX78076972","likeability","no",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,2,8.174,2,"28"
"QTRX26891186.27","QTRX26891186","likeability","No.",0,43,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,74,13.679,2,"28"
"QTRX67935892.27","QTRX67935892","likeability","None",0,52,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,1,17.484,2,"28"
"QTRX12836978.27","QTRX12836978","likeability","no",0,28,"c.2.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"no",27,-1,4.364,2,"28"
"QTRX27829363.27","QTRX27829363","likeability","No. It was fun.",0,46,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,60,17.315,2,"28"
"QTRX71072847.27","QTRX71072847","likeability","No",0,18,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",27,40,19.864,2,"28"
"QTRX85770436.27","QTRX85770436","likeability","no",0,47,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,40,10.358,2,"28"
"QTRX25290217.27","QTRX25290217","likeability","No problems",0,22,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",27,50,5.706,2,"28"
"QTRX34530059.27","QTRX34530059","likeability","No.",0,19,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",27,100,4.788,2,"28"
"QTRX15092959.27","QTRX15092959","likeability","No",0,21,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",27,17,5.092,2,"28"
"QTRX50087399.27","QTRX50087399","likeability","None at all",0,32,"b.HS.only",1,0,0,0,0,0,0,0,1,0,"no",27,36,5.058,2,"28"
"QTRX67725018.27","QTRX67725018","likeability","No",0,24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",27,10,10.764,2,"28"
"QTRX54386545.27","QTRX54386545","likeability","No.",0,42,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",27,20,17.829,2,"28"
"QTRX48356522.27","QTRX48356522","likeability","no",0,68,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,2,8.761,2,"28"
"QTRX48193831.27","QTRX48193831","likeability","",0,29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,70,10.203,2,"28"
"QTRX37715178.27","QTRX37715178","likeability","No",0,24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,20,12.923,2,"28"
"QTRX51783769.27","QTRX51783769","likeability","no",0,52,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,2,9.765,2,"28"
"QTRX39465795.27","QTRX39465795","likeability","None",0,24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,54,12.841,2,"28"
"QTRX96605276.27","QTRX96605276","likeability","None",0,56,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,2,15.97,2,"28"
"QTRX11165887.27","QTRX11165887","likeability","no",0,42,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",27,37,12.387,2,"28"
"QTRX48848377.27","QTRX48848377","likeability","None",0,40,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",27,23,9.209,2,"28"
"QTRX17639721.27","QTRX17639721","likeability","No problems, thank you!",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,90,11.808,2,"28"
"QTRX56052838.27","QTRX56052838","likeability","",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,60,9.629,2,"28"
"QTRX92526761.27","QTRX92526761","likeability","no",0,59,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",27,-22,3.624,2,"28"
"QTRX79264072.27","QTRX79264072","likeability","no",0,41,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",27,-20,40.86,2,"28"
"QTRX14540034.27","QTRX14540034","likeability","",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,54,19.851,2,"28"
"QTRX12767746.27","QTRX12767746","likeability","Nope",0,35,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,53,7.743,2,"28"
"QTRX94952971.27","QTRX94952971","likeability","This was an interesting study, thank you for not making it be boring. ",0,27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",27,82,6.6,2,"28"
"QTRX26448874.27","QTRX26448874","likeability","No.",0,23,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,10,16.65,2,"28"
"QTRX46976647.27","QTRX46976647","likeability","no not at all ",0,37,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",27,15,5.73,1,"28"
"QTRX50554026.27","QTRX50554026","likeability","No",0,29,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",27,54,4.633,2,"28"
"QTRX76383406.27","QTRX76383406","likeability","",0,49,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",27,18,9.145,2,"28"
"QTRX39701936.27","QTRX39701936","likeability","No",0,36,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",27,24,8.944,1,"28"
"QTRX54474455.27","QTRX54474455","likeability","no",0,49,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",27,31,21.403,2,"28"
"QTRX87901106.27","QTRX87901106","likeability","Nope",0,35,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,9,12.134,2,"28"
"QTRX42188423.27","QTRX42188423","likeability","No",0,43,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",27,40,14.11,2,"28"
"QTRX36600144.27","QTRX36600144","likeability","no",0,32,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",27,11,6.853,2,"28"
"QTRX53361705.27","QTRX53361705","likeability","Some pages had to be reloaded several times to get the pictures to appear.",0,39,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",27,-10,17.823,2,"28"
