"","id","experiment","problems","too.many.faces","age","educ","caucasian","hisp","black","middle.east","pacific.isl","native.am","south.asian","east.asian","southeast.asian","female","exclude","time","main.rating","time.spent","seen.before","face"
"QTRX65292510.1","QTRX65292510","likeability","Nope",0,34,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,-15,7.056,2,"2"
"QTRX25521074.1","QTRX25521074","likeability","no",1,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,-63,5.725,2,"2"
"QTRX78247020.1","QTRX78247020","likeability","no",0,23,"b.HS.only",0,0,0,0,1,0,0,0,0,0,"no",1,38,20.157,2,"2"
"QTRX98338939.1","QTRX98338939","likeability","No",0,32,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,-38,9.516,2,"2"
"QTRX88434587.1","QTRX88434587","likeability","No",0,30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,-100,22.015,2,"2"
"QTRX78070121.1","QTRX78070121","likeability","no",1,21,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,-100,8.275,2,"2"
"QTRX36980247.1","QTRX36980247","likeability","",0,24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,-21,16.08,2,"2"
"QTRX67188010.1","QTRX67188010","likeability","",0,29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,-100,5.811,2,"2"
"QTRX48350058.1","QTRX48350058","likeability","No",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,63,5.424,2,"2"
"QTRX31664716.1","QTRX31664716","likeability","n",0,22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,3,4.853,2,"2"
"QTRX48772191.1","QTRX48772191","likeability","no",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,63,6.524,2,"2"
"QTRX21605429.1","QTRX21605429","likeability","No",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,53,3.079,2,"2"
"QTRX53304542.1","QTRX53304542","likeability","No",0,30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,4,8.183,2,"2"
"QTRX80669090.1","QTRX80669090","likeability","No",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,100,5.089,2,"2"
"QTRX90961196.1","QTRX90961196","likeability","No",0,53,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,95,17,2,"2"
"QTRX59352522.1","QTRX59352522","likeability","No",0,38,"Post.Grad.Degree",1,1,0,0,0,0,0,0,0,1,"no",1,20,11.785,2,"2"
"QTRX69916514.1","QTRX69916514","likeability","no",0,57,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,23,7.957,2,"2"
"QTRX50652976.1","QTRX50652976","likeability","No",0,32,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,0,10.369,2,"2"
"QTRX98285732.1","QTRX98285732","likeability","",0,28,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",1,1,9.271,2,"2"
"QTRX37496717.1","QTRX37496717","likeability","no issues",0,33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,0,8.228,2,"2"
"QTRX10917492.1","QTRX10917492","likeability","No confusion or technical problems occurred",0,23,"d.4.Yr.Coll",0,1,0,0,0,1,0,0,0,1,"no",1,74,15.898,2,"2"
"QTRX98180935.1","QTRX98180935","likeability","",0,19,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,0,9.984,2,"2"
"QTRX17943364.1","QTRX17943364","likeability","No",0,23,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",1,-21,6.374,2,"2"
"QTRX91104654.1","QTRX91104654","likeability","nope",0,39,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,-50,10.008,2,"2"
"QTRX77242402.1","QTRX77242402","likeability","Nope!",0,24,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",1,-47,6.7,2,"2"
"QTRX81924240.1","QTRX81924240","likeability","",0,28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,82,5.047,2,"2"
"QTRX78989910.1","QTRX78989910","likeability","No",0,25,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,100,6.284,2,"2"
"QTRX25347010.1","QTRX25347010","likeability","No",0,24,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",1,-41,9.656,2,"2"
"QTRX29619820.1","QTRX29619820","likeability","No problems.  One of those early ones was fricking hideous, though. As in, call the army and destroy it. As in, if we're taken over by evil robot overlords, it'd be that one, in charge of the revolt.",0,37,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,75,17.421,2,"2"
"QTRX12120265.1","QTRX12120265","likeability","Nope!",0,34,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",1,49,9.531,1,"2"
"QTRX30470836.1","QTRX30470836","likeability","No problems but that female face is going to creep out lots of people.",0,50,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,65,62.806,2,"2"
"QTRX42469612.1","QTRX42469612","likeability","No confusion or problems. ",0,26,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",1,1,8.788,2,"2"
"QTRX35500213.1","QTRX35500213","likeability","No",0,20,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",1,-25,8.408,2,"2"
"QTRX29688075.1","QTRX29688075","likeability","no",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,67,5.318,1,"2"
"QTRX94373940.1","QTRX94373940","likeability","no",1,64,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,-43,7.621,1,"2"
"QTRX37715178.1","QTRX37715178","likeability","No",0,24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,-41,5.808,2,"2"
"QTRX19089714.1","QTRX19089714","likeability","",0,50,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"no",1,-2,7.735,2,"2"
"QTRX23539077.1","QTRX23539077","likeability","no, none",0,47,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,70,3.106,2,"2"
"QTRX48848377.1","QTRX48848377","likeability","None",0,40,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",1,-4,7.857,2,"2"
"QTRX37787483.1","QTRX37787483","likeability","No",0,27,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",1,30,9.869,2,"2"
"QTRX17639721.1","QTRX17639721","likeability","No problems, thank you!",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,64,18.357,2,"2"
"QTRX56052838.1","QTRX56052838","likeability","",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,-80,19.266,2,"2"
"QTRX53850759.1","QTRX53850759","likeability","No",0,44,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",1,-1,20.613,2,"2"
"QTRX92526761.1","QTRX92526761","likeability","no",0,59,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,-30,6.814,2,"2"
"QTRX67320868.1","QTRX67320868","likeability","No",0,33,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",1,10,15.447,2,"2"
"QTRX12767746.1","QTRX12767746","likeability","Nope",0,35,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,-31,6.634,2,"2"
"QTRX20400820.1","QTRX20400820","likeability","",0,36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,-12,13.551,2,"2"
"QTRX50554026.1","QTRX50554026","likeability","No",0,29,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",1,21,5.273,2,"2"
"QTRX25169412.1","QTRX25169412","likeability","no",0,22,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,-100,9.124,2,"2"
"QTRX13221974.1","QTRX13221974","likeability","no problems or confusion",0,35,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,-41,9.834,2,"2"
"QTRX42188423.1","QTRX42188423","likeability","No",0,43,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,80,16.173,2,"2"
"QTRX53361705.1","QTRX53361705","likeability","Some pages had to be reloaded several times to get the pictures to appear.",0,39,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",1,20,10.398,2,"2"
"QTRX91871116.1","QTRX91871116","likeability","Not that I'm aware of. Ran smooth on this end.",0,40,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,-64,26.692,2,"2"
"QTRX29707802.1","QTRX29707802","likeability","No",0,22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,0,480.424,2,"2"
"QTRX51146326.1","QTRX51146326","likeability","I experienced no confusion or technical problems.",0,25,"d.4.Yr.Coll",1,1,0,0,0,0,0,1,0,0,"no",1,44,7.297,2,"2"
"QTRX37254261.1","QTRX37254261","likeability","nope",0,54,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,2,11.096,2,"2"
"QTRX91701556.1","QTRX91701556","likeability","The 2ns image took a while to load but finally did and everything was fine.",0,47,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,42,12.933,1,"2"
"QTRX83890100.1","QTRX83890100","likeability","no",0,29,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",1,94,10.206,2,"2"
"QTRX55435369.1","QTRX55435369","likeability","",0,46,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,9,6.697,2,"2"
"QTRX51127622.1","QTRX51127622","likeability","",0,39,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,0,"no",1,-62,8.803,2,"2"
"QTRX92432498.1","QTRX92432498","likeability","No.",0,35,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",1,-100,5.221,2,"2"
"QTRX64164466.1","QTRX64164466","likeability","No",0,29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",1,-74,6.197,2,"2"
"QTRX66662322.1","QTRX66662322","likeability","no",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,-13,42.077,2,"2"
"QTRX58715754.1","QTRX58715754","likeability","no",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",1,-43,6.431,2,"2"
"QTRX68180706.1","QTRX68180706","likeability","NO",0,32,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,0,"no",1,22,5.443,1,"2"
"QTRX92842890.1","QTRX92842890","likeability","No",0,24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",1,-11,4.853,2,"2"
"QTRX25521074.2","QTRX25521074","likeability","no",1,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,-79,4.217,2,"3"
"QTRX78070121.2","QTRX78070121","likeability","no",1,21,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,-100,5.655,2,"3"
"QTRX57438736.2","QTRX57438736","likeability","no",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,-87,8.89,2,"3"
"QTRX13225144.2","QTRX13225144","likeability","",0,32,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",2,-17,7.216,1,"3"
"QTRX95026138.2","QTRX95026138","likeability","",0,42,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",2,-42,4.863,2,"3"
"QTRX87014239.2","QTRX87014239","likeability","none.",0,55,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",2,-31,11.028,2,"3"
"QTRX67188010.2","QTRX67188010","likeability","",0,29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-100,6.91,2,"3"
"QTRX23763466.2","QTRX23763466","likeability","none ",0,24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-44,11.882,2,"3"
"QTRX88352312.2","QTRX88352312","likeability","",0,34,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",2,25,6.328,2,"3"
"QTRX55092477.2","QTRX55092477","likeability","None what so ever",0,26,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",2,0,22.489,2,"3"
"QTRX15867787.2","QTRX15867787","likeability","",0,25,"b.HS.only",0,0,0,0,0,0,0,0,1,1,"no",2,-1,4.733,2,"3"
"QTRX17513678.2","QTRX17513678","likeability","no",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,0,9.589,2,"3"
"QTRX92399670.2","QTRX92399670","likeability","No",0,32,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,2,3.258,2,"3"
"QTRX93339751.2","QTRX93339751","likeability","no",0,43,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",2,83,7.866,2,"3"
"QTRX45994007.2","QTRX45994007","likeability","No",0,49,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,0,7.019,2,"3"
"QTRX54005738.2","QTRX54005738","likeability","",0,28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,-100,6.265,2,"3"
"QTRX75607097.2","QTRX75607097","likeability","no",0,23,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",2,1,7.457,2,"3"
"QTRX67935892.2","QTRX67935892","likeability","None",0,52,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-100,13.823,2,"3"
"QTRX37496717.2","QTRX37496717","likeability","no issues",0,33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,-26,4.428,2,"3"
"QTRX50359734.2","QTRX50359734","likeability","none",0,33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,0,12.353,2,"3"
"QTRX17943364.2","QTRX17943364","likeability","No",0,23,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",2,-100,5.65,2,"3"
"QTRX44184717.2","QTRX44184717","likeability","",0,30,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,-46,4.358,2,"3"
"QTRX23021022.2","QTRX23021022","likeability","",0,53,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-41,9.248,2,"3"
"QTRX74712048.2","QTRX74712048","likeability","",0,35,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",2,7,5.698,2,"3"
"QTRX12545452.2","QTRX12545452","likeability","no",0,63,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",2,-40,6.264,2,"3"
"QTRX46906438.2","QTRX46906438","likeability","No",0,31,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,-19,3.676,2,"3"
"QTRX41182458.2","QTRX41182458","likeability","no",0,41,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-40,50.76,2,"3"
"QTRX29619820.2","QTRX29619820","likeability","No problems.  One of those early ones was fricking hideous, though. As in, call the army and destroy it. As in, if we're taken over by evil robot overlords, it'd be that one, in charge of the revolt.",0,37,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,-90,10.585,2,"3"
"QTRX30154538.2","QTRX30154538","likeability","No.",0,40,"c.2.Yr.Coll",1,1,0,0,0,1,0,0,0,0,"no",2,-94,33.226,2,"3"
"QTRX15216797.2","QTRX15216797","likeability","no",0,23,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",2,-9,7.905,2,"3"
"QTRX69369799.2","QTRX69369799","likeability","no",0,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-53,37.903,2,"3"
"QTRX43991667.2","QTRX43991667","likeability","none at all",0,55,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,-37,7.743,2,"3"
"QTRX30470836.2","QTRX30470836","likeability","No problems but that female face is going to creep out lots of people.",0,50,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,0,42.618,2,"3"
"QTRX82838178.2","QTRX82838178","likeability","",1,27,"b.HS.only",0,1,0,0,0,0,0,0,0,0,"no",2,-97,12.639,2,"3"
"QTRX29688075.2","QTRX29688075","likeability","no",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,-1,5.872,2,"3"
"QTRX48193831.2","QTRX48193831","likeability","",0,29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-2,8.583,2,"3"
"QTRX49944798.2","QTRX49944798","likeability","no",0,42,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,-85,5.8,2,"3"
"QTRX63542046.2","QTRX63542046","likeability","I did not. ",0,32,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,0,7.709,2,"3"
"QTRX48848377.2","QTRX48848377","likeability","None",0,40,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",2,-100,6.917,2,"3"
"QTRX22720204.2","QTRX22720204","likeability","",0,29,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",2,47,5.257,2,"3"
"QTRX78275130.2","QTRX78275130","likeability","No",0,29,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",2,-78,16.066,2,"3"
"QTRX92526761.2","QTRX92526761","likeability","no",0,59,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,-54,6.021,2,"3"
"QTRX53394182.2","QTRX53394182","likeability","No issues, no confusion - everything went smoothly and was understandable.",0,29,"b.HS.only",0,0,0,0,1,0,0,0,0,0,"no",2,-20,5.695,2,"3"
"QTRX10914802.2","QTRX10914802","likeability","Some - I though I was supposed to say if I saw a face on the thumbnail also - I messed up on 1, then realized it did not include the thumbnails.",0,58,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",2,-81,15.64,2,"3"
"QTRX79264072.2","QTRX79264072","likeability","no",0,41,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",2,0,11.53,2,"3"
"QTRX80487494.2","QTRX80487494","likeability","no",0,27,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",2,0,7.328,2,"3"
"QTRX70498161.2","QTRX70498161","likeability","No",0,61,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-92,7.235,2,"3"
"QTRX72101770.2","QTRX72101770","likeability","No",0,24,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,0,"no",2,-65,31.557,2,"3"
"QTRX19464568.2","QTRX19464568","likeability","NO",0,22,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",2,0,13.407,2,"3"
"QTRX54474455.2","QTRX54474455","likeability","no",0,49,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-52,11.338,2,"3"
"QTRX77399513.2","QTRX77399513","likeability","No",0,30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,-75,7.045,2,"3"
"QTRX14239785.2","QTRX14239785","likeability","nope",1,22,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",2,-89,4.344,2,"3"
"QTRX60134779.2","QTRX60134779","likeability","No",0,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-41,7.137,2,"3"
"QTRX80477333.2","QTRX80477333","likeability","no",0,28,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,33,9.813,2,"3"
"QTRX91701556.2","QTRX91701556","likeability","The 2ns image took a while to load but finally did and everything was fine.",0,47,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,-42,12.426,2,"3"
"QTRX30302895.2","QTRX30302895","likeability","No",0,19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,-100,6.143,2,"3"
"QTRX85683677.2","QTRX85683677","likeability","Yes!!! I had to reset the questionnaire for almost each picture",0,19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,-37,17.507,2,"3"
"QTRX44997201.2","QTRX44997201","likeability","no, thank you",0,29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-21,6.775,2,"3"
"QTRX67935825.2","QTRX67935825","likeability","no",0,51,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,-30,11.636,2,"3"
"QTRX92432498.2","QTRX92432498","likeability","No.",0,35,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",2,-92,26.587,2,"3"
"QTRX17392745.2","QTRX17392745","likeability","",0,23,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,0,14.867,2,"3"
"QTRX35056138.2","QTRX35056138","likeability","no",0,28,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",2,-100,15.188,2,"3"
"QTRX54053953.2","QTRX54053953","likeability","no",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-53,7.461,2,"3"
"QTRX42261460.2","QTRX42261460","likeability","no",0,44,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",2,-42,5.562,2,"3"
"QTRX96310623.2","QTRX96310623","likeability","no",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,10,9.055,2,"3"
"QTRX96408191.2","QTRX96408191","likeability","",0,24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,-19,6.826,2,"3"
"QTRX23186969.2","QTRX23186969","likeability","",0,22,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",2,3,4.836,2,"3"
"QTRX62842901.2","QTRX62842901","likeability","no",0,23,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",2,0,5.326,2,"3"
"QTRX46151192.2","QTRX46151192","likeability","No",0,25,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",2,-15,7.357,2,"3"
"QTRX30747079.2","QTRX30747079","likeability","",0,22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",2,-20,7.191,2,"3"
"QTRX77646814.2","QTRX77646814","likeability","no",0,48,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",2,1,6.493,2,"3"
"QTRX80351117.3","QTRX80351117","likeability","no",0,56,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",3,-2,7.882,2,"4"
"QTRX88352312.3","QTRX88352312","likeability","",0,34,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",3,-1,7.569,2,"4"
"QTRX55092477.3","QTRX55092477","likeability","None what so ever",0,26,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",3,28,6.178,2,"4"
"QTRX44449196.3","QTRX44449196","likeability","no",0,55,"b.HS.only",0,0,0,0,0,0,0,0,1,1,"no",3,1,9.631,2,"4"
"QTRX18797410.3","QTRX18797410","likeability","NO",0,22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",3,-45,4.259,2,"4"
"QTRX74297548.3","QTRX74297548","likeability","No",0,33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",3,23,6.638,2,"4"
"QTRX98585467.3","QTRX98585467","likeability","none",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",3,42,9.485,2,"4"
"QTRX74255804.3","QTRX74255804","likeability","no",0,54,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",3,-60,7.549,2,"4"
"QTRX98285732.3","QTRX98285732","likeability","",0,28,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",3,85,10.491,2,"4"
"QTRX12836978.3","QTRX12836978","likeability","no",0,28,"c.2.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"no",3,-1,6.882,2,"4"
"QTRX23021022.3","QTRX23021022","likeability","",0,53,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",3,-19,9.763,2,"4"
"QTRX58161761.3","QTRX58161761","likeability","no",0,44,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",3,3,7.196,2,"4"
"QTRX34530059.3","QTRX34530059","likeability","No.",0,19,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",3,41,5.058,2,"4"
"QTRX15092959.3","QTRX15092959","likeability","No",0,21,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",3,6,5.013,2,"4"
"QTRX15216797.3","QTRX15216797","likeability","no",0,23,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",3,0,8.776,2,"4"
"QTRX30470836.3","QTRX30470836","likeability","No problems but that female face is going to creep out lots of people.",0,50,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",3,40,35.132,2,"4"
"QTRX77669880.3","QTRX77669880","likeability","No problems, everything was clear. ",0,37,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,1,"no",3,40,55.083,2,"4"
"QTRX52959523.3","QTRX52959523","likeability","no",0,33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",3,0,5.264,2,"4"
"QTRX52619101.3","QTRX52619101","likeability","No",0,29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",3,1,6.32,2,"4"
"QTRX39465795.3","QTRX39465795","likeability","None",0,24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",3,18,8.571,2,"4"
"QTRX17722301.3","QTRX17722301","likeability","",0,32,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",3,-68,4.97,2,"4"
"QTRX71504920.3","QTRX71504920","likeability","no",0,43,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",3,30,6.121,2,"4"
"QTRX48848377.3","QTRX48848377","likeability","None",0,40,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",3,-19,5.608,2,"4"
"QTRX22832122.3","QTRX22832122","likeability","No",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",3,-22,10.218,2,"4"
"QTRX75553641.3","QTRX75553641","likeability","No",0,27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",3,33,5.913,2,"4"
"QTRX83435732.3","QTRX83435732","likeability","",0,26,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,"no",3,3,4.167,2,"4"
"QTRX50554026.3","QTRX50554026","likeability","No",0,29,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",3,4,5.176,2,"4"
"QTRX41098366.3","QTRX41098366","likeability","no",0,28,"b.HS.only",1,0,0,0,0,0,0,1,0,0,"no",3,-72,7.525,2,"4"
"QTRX76383406.3","QTRX76383406","likeability","",0,49,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",3,-10,9.723,2,"4"
"QTRX72027391.3","QTRX72027391","likeability","none",0,44,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",3,21,41.561,2,"4"
"QTRX54474455.3","QTRX54474455","likeability","no",0,49,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",3,31,13.03,2,"4"
"QTRX58918783.3","QTRX58918783","likeability","No",0,42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",3,42,5.882,2,"4"
"QTRX57547573.3","QTRX57547573","likeability","no",0,25,"d.4.Yr.Coll",0,1,0,0,0,1,0,0,0,0,"no",3,0,5.395,2,"4"
"QTRX76174070.3","QTRX76174070","likeability","Some of the robots didn't load and I had to keep restarting the survey.  But I think that might have been due to my internet connection.  In the end, they all loaded correctly.",0,41,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",3,100,9.421,2,"4"
"QTRX69733512.3","QTRX69733512","likeability","no",0,30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",3,60,17.91,2,"4"
