"","id","experiment","problems","too.many.faces","age","educ","caucasian","hisp","black","middle.east","pacific.isl","native.am","south.asian","east.asian","southeast.asian","female","exclude","time","main.rating","time.spent","seen.before","face"
"QTRX38233969.63","QTRX38233969","trust","unclear on what basis i am supposed to choose an amount to wager.  am i rating the robots by how ""trustworthy"" they look or something?",0,30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",63,60,7.839,2,"64"
"QTRX63253795.63","QTRX63253795","trust","Yes. Not sure when I would have seen those robots.",0,22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",63,11,16.532,2,"64"
"QTRX13553354.63","QTRX13553354","trust","no",0,21,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"no",63,100,3.955,2,"64"
"QTRX99032413.63","QTRX99032413","trust","no",0,24,"Post.Grad.Degree",0,0,0,0,1,0,0,0,0,0,"no",63,15,3.393,2,"64"
"QTRX84739869.63","QTRX84739869","trust","no",0,26,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",63,20,18.718,2,"64"
"QTRX57213481.64","QTRX57213481","trust","no problems. ",0,44,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",64,8,6.19,2,"65"
"QTRX20805468.64","QTRX20805468","trust","no",0,40,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",64,30,10.992,2,"65"
"QTRX46355973.64","QTRX46355973","trust","",0,23,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",64,10,9.232,2,"65"
"QTRX89268711.64","QTRX89268711","trust","No",0,56,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,69,14.969,2,"65"
"QTRX63762556.64","QTRX63762556","trust","The instructions were clear but the lack of explanation of why I was doing these tasks was a little confusing. ",0,31,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",64,49,7.231,2,"65"
"QTRX63738810.64","QTRX63738810","trust","Just that its hard to know which robots were trustworthy. Human faces more trustworthy? I voted them less trustable, less often. Strange robot faces are more likely to pay out? Its really impossible to know. I am not sure how my choices could not be arbitrary, because I was completely suspicious the whole survey. ",0,42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,30,14.2,2,"65"
"QTRX26103177.64","QTRX26103177","trust","no",0,38,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,10,8.721,2,"65"
"QTRX81920328.64","QTRX81920328","trust","No, it was good.",0,43,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",64,55,8.097,2,"65"
"QTRX73189647.64","QTRX73189647","trust","No.",0,18,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"no",64,5,5.298,2,"65"
"QTRX25774844.64","QTRX25774844","trust","None whatsoever.",0,34,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",64,50,20.099,2,"65"
"QTRX15212403.64","QTRX15212403","trust","No.",0,23,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,1,"no",64,50,7.326,2,"65"
"QTRX62467888.64","QTRX62467888","trust","No",0,22,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",64,42,4.342,1,"65"
"QTRX19567508.64","QTRX19567508","trust","No problems.  ",0,38,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",64,100,13.64,2,"65"
"QTRX56291655.64","QTRX56291655","trust","Confusion.",0,28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",64,15,6.331,2,"65"
"QTRX12511085.64","QTRX12511085","trust","No",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",64,50,5.675,2,"65"
"QTRX34846667.64","QTRX34846667","trust","No, but it is harder to remember robot faces than human faces. ",1,38,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",64,50,10.311,1,"65"
"QTRX51712631.64","QTRX51712631","trust","no",0,22,"c.2.Yr.Coll",1,0,0,1,0,0,0,0,0,1,"no",64,40,8.129,2,"65"
"QTRX53435614.64","QTRX53435614","trust","Nope.",0,25,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",64,0,3.563,2,"65"
"QTRX49184364.64","QTRX49184364","trust","None",0,24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",64,63,4.482,2,"65"
"QTRX36246454.64","QTRX36246454","trust","It seemed to be pretty straightforward.",0,31,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",64,100,4.739,2,"65"
"QTRX78892077.64","QTRX78892077","trust","no",0,46,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,20,8.862,2,"65"
"QTRX41371961.64","QTRX41371961","trust","Nope",0,26,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",64,0,5.688,2,"65"
"QTRX83836143.64","QTRX83836143","trust","No",0,35,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",64,75,11.124,2,"65"
"QTRX98369233.64","QTRX98369233","trust","none",0,33,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,1,"no",64,50,5.234,1,"65"
"QTRX96491508.64","QTRX96491508","trust","",0,35,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",64,40,6.236,2,"65"
"QTRX31338358.64","QTRX31338358","trust","No",0,20,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",64,30,9.061,2,"65"
"QTRX31940856.64","QTRX31940856","trust","no.",0,27,"d.4.Yr.Coll",1,0,0,1,0,0,0,0,0,0,"no",64,100,6.759,2,"65"
"QTRX68321958.64","QTRX68321958","trust","one screen paused and would load the next screen after I submited my answer. it eventually loaded. ",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",64,20,7.999,2,"65"
"QTRX40774190.64","QTRX40774190","trust","No I did not",0,23,"d.4.Yr.Coll",0,0,0,1,0,0,0,0,0,0,"no",64,29,8.881,2,"65"
"QTRX44403832.64","QTRX44403832","trust","no",0,33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,51,6.057,2,"65"
"QTRX76735345.64","QTRX76735345","trust","no",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,20,15.15,2,"65"
"QTRX37178541.64","QTRX37178541","trust","No",0,31,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,"no",64,39,5.203,2,"65"
"QTRX87973996.64","QTRX87973996","trust","No technical problems",1,31,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,1,"no",64,90,8.533,2,"65"
"QTRX64739925.64","QTRX64739925","trust","",0,31,"d.4.Yr.Coll",1,0,0,0,0,1,0,0,0,0,"no",64,90,4.599,2,"65"
"QTRX48893187.64","QTRX48893187","trust","no",0,52,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",64,30,9.381,2,"65"
"QTRX28211890.64","QTRX28211890","trust","No",0,32,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",64,90,12.751,2,"65"
"QTRX80323912.64","QTRX80323912","trust","No",0,55,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,25,25.094,2,"65"
"QTRX81436699.64","QTRX81436699","trust","No, everything went fine",0,69,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,60,23.239,2,"65"
"QTRX79504793.64","QTRX79504793","trust","No issues while completing the survey.",0,29,"c.2.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",64,20,8.124,2,"65"
"QTRX18087646.64","QTRX18087646","trust","No",0,67,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",64,9,15.958,2,"65"
"QTRX60250890.64","QTRX60250890","trust","No",1,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",64,50,5.202,2,"65"
"QTRX60682363.64","QTRX60682363","trust","No, I did not experience either during the study.",0,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",64,10,9.593,2,"65"
"QTRX30015719.64","QTRX30015719","trust","No",0,29,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",64,10,4.185,2,"65"
"QTRX21302039.64","QTRX21302039","trust","no",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",64,100,6.724,2,"65"
"QTRX39641494.64","QTRX39641494","trust","No, I did not experience any confusion or technical problems with the survey.",0,37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",64,100,3.381,1,"65"
"QTRX30767986.64","QTRX30767986","trust","no",0,47,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,30,8.449,2,"65"
"QTRX77438662.64","QTRX77438662","trust","No",0,36,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",64,98,4.463,2,"65"
"QTRX60356191.64","QTRX60356191","trust","no",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",64,17,4.722,2,"65"
"QTRX79279019.64","QTRX79279019","trust","no",0,33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,0,4.223,2,"65"
"QTRX80098260.64","QTRX80098260","trust","The survey ran fine",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,80,4.435,2,"65"
"QTRX33367763.64","QTRX33367763","trust","no",0,48,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,59,6.436,2,"65"
"QTRX30240796.64","QTRX30240796","trust","no",0,63,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,4,6.351,1,"65"
"QTRX71801122.64","QTRX71801122","trust","",1,28,"Post.Grad.Degree",0,0,0,0,1,0,0,0,0,0,"no",64,100,3.893,2,"65"
"QTRX48822051.64","QTRX48822051","trust","No.",0,25,"a.No.HS",0,1,0,0,0,0,0,0,0,0,"no",64,100,6.212,2,"65"
"QTRX37825100.64","QTRX37825100","trust","no",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",64,54,4.456,2,"65"
"QTRX75254152.64","QTRX75254152","trust","No problems.  No confusion.  No technical issues.   / Excellent hIT!  Thanks for posting!",0,48,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",64,55,16.089,2,"65"
"QTRX79086053.64","QTRX79086053","trust","No",0,NA,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,10,16.105,2,"65"
"QTRX77575206.64","QTRX77575206","trust","No there was no confusion or technical problems with this questionnaire.",0,59,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,50,7.173,2,"65"
"QTRX73139620.64","QTRX73139620","trust","",0,32,"Post.Grad.Degree",1,0,0,0,0,0,0,0,1,0,"no",64,29,4.301,1,"65"
"QTRX52460707.64","QTRX52460707","trust","No",0,36,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"no",64,45,12.651,2,"65"
"QTRX99032413.64","QTRX99032413","trust","no",0,24,"Post.Grad.Degree",0,0,0,0,1,0,0,0,0,0,"no",64,46,3.23,2,"65"
"QTRX53000931.64","QTRX53000931","trust","",0,20,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",64,18,5.983,2,"65"
"QTRX63759065.64","QTRX63759065","trust","no",0,49,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",64,35,11.529,2,"65"
"QTRX16831420.64","QTRX16831420","trust","no",0,25,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",64,74,13.972,2,"65"
"QTRX72521536.65","QTRX72521536","trust","No",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,40,5.557,2,"66"
"QTRX61830751.65","QTRX61830751","trust","No",0,27,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",65,60,5.642,2,"66"
"QTRX92933486.65","QTRX92933486","trust","no",0,22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",65,15,8.657,1,"66"
"QTRX25119885.65","QTRX25119885","trust","no",0,34,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",65,40,8.218,2,"66"
"QTRX68770015.65","QTRX68770015","trust","none",0,28,"b.HS.only",0,1,0,0,0,0,0,0,0,0,"no",65,81,7.644,1,"66"
"QTRX63762556.65","QTRX63762556","trust","The instructions were clear but the lack of explanation of why I was doing these tasks was a little confusing. ",0,31,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",65,37,9.738,2,"66"
"QTRX81445432.65","QTRX81445432","trust","no",0,53,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",65,50,15.05,2,"66"
"QTRX35522266.65","QTRX35522266","trust","",0,35,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",65,70,7.608,2,"66"
"QTRX20354503.65","QTRX20354503","trust","There were no problems with the survey",0,30,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"no",65,62,7.778,2,"66"
"QTRX25484725.65","QTRX25484725","trust","",0,38,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,15,11.92,2,"66"
"QTRX51999947.65","QTRX51999947","trust","no",0,59,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",65,50,10.838,2,"66"
"QTRX18455116.65","QTRX18455116","trust","No",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,80,6.262,2,"66"
"QTRX70800902.65","QTRX70800902","trust","no",0,35,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",65,0,4.316,2,"66"
"QTRX63943695.65","QTRX63943695","trust","n/a",0,28,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",65,10,11.671,2,"66"
"QTRX44288493.65","QTRX44288493","trust","No.",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",65,30,7.045,2,"66"
"QTRX18099778.65","QTRX18099778","trust","No",0,21,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,40,6.082,2,"66"
"QTRX75743596.65","QTRX75743596","trust","",0,22,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",65,25,13.755,2,"66"
"QTRX56291655.65","QTRX56291655","trust","Confusion.",0,28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",65,50,16.774,2,"66"
"QTRX34846667.65","QTRX34846667","trust","No, but it is harder to remember robot faces than human faces. ",1,38,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",65,31,7.546,1,"66"
"QTRX29223124.65","QTRX29223124","trust","",0,31,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,"no",65,68,4.574,2,"66"
"QTRX36246454.65","QTRX36246454","trust","It seemed to be pretty straightforward.",0,31,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",65,100,4.957,2,"66"
"QTRX74261869.65","QTRX74261869","trust","No",0,45,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,0,"no",65,7,24.733,2,"66"
"QTRX88764574.65","QTRX88764574","trust","N/A",0,36,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",65,100,23.44,2,"66"
"QTRX63140496.65","QTRX63140496","trust","No",0,19,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",65,100,54.828,2,"66"
"QTRX30012799.65","QTRX30012799","trust","No confusion or tecnical problem.",0,22,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",65,9,8.388,1,"66"
"QTRX57838419.65","QTRX57838419","trust","none",0,30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,30,7.086,2,"66"
"QTRX78913963.65","QTRX78913963","trust","I'd already forgotten that there would be $100 for each robot, rather than $100 to wager with all robots...",0,34,"c.2.Yr.Coll",0,0,0,0,1,0,0,0,0,0,"no",65,10,14.477,2,"66"
"QTRX31940856.65","QTRX31940856","trust","no.",0,27,"d.4.Yr.Coll",1,0,0,1,0,0,0,0,0,0,"no",65,100,5.46,2,"66"
"QTRX40774190.65","QTRX40774190","trust","No I did not",0,23,"d.4.Yr.Coll",0,0,0,1,0,0,0,0,0,0,"no",65,30,2.629,2,"66"
"QTRX89108247.65","QTRX89108247","trust","no",0,31,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",65,0,6.985,2,"66"
"QTRX93917302.65","QTRX93917302","trust","No",0,21,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,25,44.775,2,"66"
"QTRX76735345.65","QTRX76735345","trust","no",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",65,18,18.962,2,"66"
"QTRX12926513.65","QTRX12926513","trust","no",0,56,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",65,92,7.523,2,"66"
"QTRX56275953.65","QTRX56275953","trust","Some slow loading.",0,55,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",65,52,8.007,2,"66"
"QTRX92408245.65","QTRX92408245","trust","no",0,63,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",65,100,6.372,2,"66"
"QTRX37178541.65","QTRX37178541","trust","No",0,31,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,"no",65,49,2.79,2,"66"
"QTRX60974571.65","QTRX60974571","trust","no",0,54,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",65,100,12.373,2,"66"
"QTRX77458152.65","QTRX77458152","trust","no",0,42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,70,6.027,2,"66"
"QTRX87973996.65","QTRX87973996","trust","No technical problems",1,31,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,1,"no",65,90,15.037,2,"66"
"QTRX36914526.65","QTRX36914526","trust","No",0,21,"b.HS.only",0,0,0,0,0,0,1,0,0,0,"no",65,35,7.092,2,"66"
"QTRX48133757.65","QTRX48133757","trust","no",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,10,101.387,2,"66"
"QTRX78030518.65","QTRX78030518","trust","No",0,38,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,30,15.236,2,"66"
"QTRX47189279.65","QTRX47189279","trust","no issues",0,27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,20,15.064,2,"66"
"QTRX10180197.65","QTRX10180197","trust","Everything was fine, thanks!",0,35,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,29,4.622,2,"66"
"QTRX96769745.65","QTRX96769745","trust","No",0,36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,30,12.658,2,"66"
"QTRX68713456.65","QTRX68713456","trust","I understood.",1,38,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",65,27,7.301,1,"66"
"QTRX80473170.65","QTRX80473170","trust","No.",0,33,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",65,50,6.256,2,"66"
"QTRX30328945.65","QTRX30328945","trust","No. ",0,34,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",65,100,13.218,1,"66"
"QTRX57387763.65","QTRX57387763","trust","no",0,36,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,100,11.21,2,"66"
"QTRX24608901.65","QTRX24608901","trust","no",0,54,"Post.Grad.Degree",0,0,0,0,1,0,0,0,0,1,"no",65,60,7.122,2,"66"
"QTRX30240624.65","QTRX30240624","trust","No",0,32,"b.HS.only",0,1,0,0,0,0,0,0,0,1,"no",65,97,9.407,1,"66"
"QTRX25311047.65","QTRX25311047","trust","No none.",0,62,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",65,10,18.184,2,"66"
"QTRX75259086.65","QTRX75259086","trust","no",0,27,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",65,61,3.623,2,"66"
"QTRX42460209.65","QTRX42460209","trust","The survey loaded very slowly.",0,22,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",65,40,5.13,2,"66"
"QTRX39603397.65","QTRX39603397","trust","No.",1,27,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",65,60,4.454,1,"66"
"QTRX32324125.65","QTRX32324125","trust","None noted",0,33,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",65,50,21.648,2,"66"
"QTRX55301995.65","QTRX55301995","trust","No",0,20,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",65,50,11.153,2,"66"
"QTRX69587149.65","QTRX69587149","trust","No",0,29,"Post.Grad.Degree",0,0,0,0,1,0,0,0,0,1,"no",65,40,5.784,2,"66"
"QTRX73139620.65","QTRX73139620","trust","",0,32,"Post.Grad.Degree",1,0,0,0,0,0,0,0,1,0,"no",65,9,9.439,2,"66"
"QTRX65168034.65","QTRX65168034","trust","no",0,26,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,1,"no",65,3,14.614,2,"66"
"QTRX47320448.65","QTRX47320448","trust","No",0,28,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",65,92,7.874,2,"66"
"QTRX53000931.65","QTRX53000931","trust","",0,20,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",65,10,8.359,2,"66"
"QTRX91904826.65","QTRX91904826","trust","No, I did not.",0,34,"b.HS.only",0,0,0,0,0,0,1,0,0,1,"no",65,40,14.098,2,"66"
"QTRX20805468.66","QTRX20805468","trust","no",0,40,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",66,5,10.593,2,"67"
"QTRX26776027.66","QTRX26776027","trust","None",0,32,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"no",66,29,5.726,2,"67"
"QTRX25119885.66","QTRX25119885","trust","no",0,34,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",66,10,7.281,2,"67"
"QTRX72313638.66","QTRX72313638","trust","no",1,60,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",66,0,5.89,2,"67"
"QTRX63738810.66","QTRX63738810","trust","Just that its hard to know which robots were trustworthy. Human faces more trustworthy? I voted them less trustable, less often. Strange robot faces are more likely to pay out? Its really impossible to know. I am not sure how my choices could not be arbitrary, because I was completely suspicious the whole survey. ",0,42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",66,81,5.284,2,"67"
"QTRX78410759.66","QTRX78410759","trust","NOPE",0,22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",66,50,5.35,2,"67"
"QTRX95244958.66","QTRX95244958","trust","no",0,21,"b.HS.only",0,0,0,0,0,1,0,0,0,1,"no",66,25,6.166,2,"67"
"QTRX25484725.66","QTRX25484725","trust","",0,38,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",66,30,6.212,2,"67"
"QTRX28942350.66","QTRX28942350","trust","I was a bit confused about the wager amount since I was supposed to have 100 but I had the option to wager up to 100 on each robot.",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",66,3,4.773,2,"67"
"QTRX10465486.66","QTRX10465486","trust","No, it was fine.",0,29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",66,1,5.262,2,"67"
"QTRX15212403.66","QTRX15212403","trust","No.",0,23,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,1,"no",66,50,5.057,2,"67"
"QTRX59824383.66","QTRX59824383","trust","no",0,62,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",66,10,11.257,2,"67"
"QTRX98846530.66","QTRX98846530","trust","no",0,58,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",66,66,9.26,2,"67"
"QTRX70615631.66","QTRX70615631","trust","",0,33,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",66,0,2.573,2,"67"
"QTRX97679878.66","QTRX97679878","trust","No",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",66,25,5.159,2,"67"
"QTRX75743596.66","QTRX75743596","trust","",0,22,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",66,10,14.178,2,"67"
"QTRX16176176.66","QTRX16176176","trust","No",0,27,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"no",66,25,4.127,2,"67"
"QTRX68550066.66","QTRX68550066","trust","none",0,26,"a.No.HS",0,0,0,0,0,0,0,0,1,0,"no",66,0,3.258,2,"67"
"QTRX69839277.66","QTRX69839277","trust","n/a",0,29,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",66,7,4.117,2,"67"
"QTRX12511085.66","QTRX12511085","trust","No",0,25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",66,19,4.07,2,"67"
"QTRX61306178.66","QTRX61306178","trust","No.",0,20,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",66,10,8.516,2,"67"
"QTRX38082285.66","QTRX38082285","trust","no",1,30,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",66,52,3.05,2,"67"
"QTRX51712631.66","QTRX51712631","trust","no",0,22,"c.2.Yr.Coll",1,0,0,1,0,0,0,0,0,1,"no",66,3,4.78,2,"67"
"QTRX74974159.66","QTRX74974159","trust","Nah ",0,27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",66,80,11.361,2,"67"
"QTRX49184364.66","QTRX49184364","trust","None",0,24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",66,20,18.528,2,"67"
"QTRX74261869.66","QTRX74261869","trust","No",0,45,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,0,"no",66,10,8.862,2,"67"
"QTRX29839760.66","QTRX29839760","trust","",0,29,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",66,60,6.583,2,"67"
"QTRX65553864.66","QTRX65553864","trust","",0,18,"b.HS.only",1,0,0,0,1,0,0,0,0,0,"no",66,100,10.088,2,"67"
"QTRX38232902.66","QTRX38232902","trust","no",0,19,"b.HS.only",0,1,0,0,0,0,0,0,0,1,"no",66,0,23.217,2,"67"
"QTRX80346312.66","QTRX80346312","trust","not at all",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",66,10,7.358,2,"67"
"QTRX17459076.66","QTRX17459076","trust","no",0,24,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"no",66,3,6.495,1,"67"
"QTRX67583507.66","QTRX67583507","trust","",0,38,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",66,9,8.669,2,"67"
"QTRX68321958.66","QTRX68321958","trust","one screen paused and would load the next screen after I submited my answer. it eventually loaded. ",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",66,20,5.185,2,"67"
"QTRX58792475.66","QTRX58792475","trust","",0,27,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",66,3,7.108,2,"67"
"QTRX39529825.66","QTRX39529825","trust","No.",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",66,35,11.784,2,"67"
"QTRX70334101.66","QTRX70334101","trust","No",0,20,"c.2.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",66,78,5.349,2,"67"
"QTRX44403832.66","QTRX44403832","trust","no",0,33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",66,45,5.453,2,"67"
"QTRX49195675.66","QTRX49195675","trust","no",0,37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",66,10,9.004,2,"67"
"QTRX37970234.66","QTRX37970234","trust","I did not experience any technical problems or confusion with the questionnaire",0,33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",66,100,4.58,2,"67"
