"","id","experiment","problems","age","educ","caucasian","hisp","black","middle.east","pacific.isl","native.am","south.asian","east.asian","southeast.asian","female","face","time","seen","main.rating","time.spent","seen.before"
"78549967.4",78549967,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-12,5.473,2
"78542590.4",78542590,"likeability","",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,85,7.187,2
"78504649.4",78504649,"likeability","",24,"b.HS.only",1,0,0,0,0,0,0,0,1,1,"d.Whiteface",4,4,44,9.929,2
"78505107.4",78505107,"likeability","No",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-75,9.827,2
"78571006.4",78571006,"likeability","no",28,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,-65,40.353,2
"78577730.4",78577730,"likeability","",29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,9,55.692,2
"78518449.4",78518449,"likeability","There was no confusions, or technical issues experienced. ",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-95,4.823,2
"78500266.4",78500266,"likeability","no",52,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,0,21.235,2
"78526036.4",78526036,"likeability","",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,60,8.718,2
"78520386.4",78520386,"likeability","No.",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,27,9.131,2
"78583315.4",78583315,"likeability","none",60,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-62,7.67,2
"78574033.4",78574033,"likeability","no, everything was very clear",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-20,14.515,2
"78567619.4",78567619,"likeability","No",47,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,-70,6.17,2
"78512986.4",78512986,"likeability","no",22,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"d.Whiteface",4,4,-65,4.104,2
"78565068.4",78565068,"likeability","no",40,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,-42,6.485,2
"78542649.4",78542649,"likeability","Nah, but theres no way any robot looks as good as that last one currently though!",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-69,21.275,2
"78559416.4",78559416,"likeability","",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-100,7.136,2
"78570194.4",78570194,"likeability","no",42,"Post.Grad.Degree",1,0,0,0,0,0,0,1,0,0,"d.Whiteface",4,4,-84,22.171,2
"78501226.4",78501226,"likeability","no",51,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,-55,5.704,2
"78556306.4",78556306,"likeability","No",28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,20,6.689,2
"78535296.4",78535296,"likeability","no, the pictures loaded up normally",34,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"d.Whiteface",4,4,-30,119.983,2
"78522611.4",78522611,"likeability","",24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,-40,6.272,2
"78515824.4",78515824,"likeability","none",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,-11,122.357,2
"78514000.4",78514000,"likeability","",25,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-100,14.485,2
"78536587.4",78536587,"likeability","Not at all",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,70,3.952,2
"78540881.4",78540881,"likeability","No",39,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-35,8.839,2
"78553448.4",78553448,"likeability","no problems, short and sweet, good pay",34,"Post.Grad.Degree",1,1,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,20,7.098,2
"78557270.4",78557270,"likeability","",27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,17,9.624,2
"78553832.4",78553832,"likeability","No.",28,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,0,12.573,2
"78589337.4",78589337,"likeability","No.",30,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-50,10.928,2
"78533910.4",78533910,"likeability","No, I think everything was well laid out and easy to understand. ",33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-100,33.502,2
"78575891.4",78575891,"likeability","no",31,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,-41,20.081,2
"78585024.4",78585024,"likeability","I did not!",48,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-58,5.946,2
"78565830.4",78565830,"likeability","",28,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,60,4.133,2
"78509275.4",78509275,"likeability","No. ",29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,-100,5.323,2
"78599818.4",78599818,"likeability","No ",36,"b.HS.only",0,1,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-80,39.863,2
"78563358.4",78563358,"likeability","no",45,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,0,8.229,2
"78589170.4",78589170,"likeability","No, everything functioned perfectly.",43,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-20,10.824,2
"78581243.4",78581243,"likeability","Nothing thanks!",54,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,-100,4.763,2
"78526599.4",78526599,"likeability","I didn't experience any confusion or technical problems. ",29,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"d.Whiteface",4,4,-63,4.941,2
"78590012.4",78590012,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,17,8.937,2
"78558626.4",78558626,"likeability","Nope, everything worked just fine.",45,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,65,56.01,2
"78597626.4",78597626,"likeability","no",40,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-24,10.225,1
"78562641.4",78562641,"likeability","No.",29,"b.HS.only",0,0,0,0,0,0,0,1,0,1,"d.Whiteface",4,4,-100,6.789,1
"78584093.4",78584093,"likeability","no. Everything ran smoothly.",33,"Post.Grad.Degree",0,0,0,0,0,0,0,1,0,1,"d.Whiteface",4,4,-13,19.936,2
"78519827.4",78519827,"likeability","None",33,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"d.Whiteface",4,4,0,6.252,1
"78599803.4",78599803,"likeability","no",39,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"d.Whiteface",4,4,12,8.211,2
"78554236.4",78554236,"likeability","No.",52,"d.4.Yr.Coll",1,0,0,0,0,1,0,0,0,1,"d.Whiteface",4,4,-75,10.127,2
"78591991.4",78591991,"likeability","none",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,38,3.708,2
"78536356.4",78536356,"likeability","Not at all",31,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-46,2.507,2
"78546224.4",78546224,"likeability","none",37,"Post.Grad.Degree",0,1,0,0,0,0,0,0,0,0,"d.Whiteface",4,4,-18,7.588,2
"78548732.5",78548732,"likeability","None",19,"b.HS.only",0,0,0,0,0,1,0,0,0,1,"e.Hanson",5,5,13,4.365,2
"78553569.5",78553569,"likeability","Nope",30,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"e.Hanson",5,5,87,6.33,2
"78560586.5",78560586,"likeability","",30,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,1,5.403,2
"78598420.5",78598420,"likeability","None.",36,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-73,6.969,2
"78595018.5",78595018,"likeability","",21,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,62,3.632,2
"78567686.5",78567686,"likeability","None",41,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,18,5.375,2
"78592807.5",78592807,"likeability","",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,61,7.674,2
"78567132.5",78567132,"likeability","There were no issues.",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-62,11.646,1
"78577037.5",78577037,"likeability","No",34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,74,15.222,2
"78562382.5",78562382,"likeability","none",33,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"e.Hanson",5,5,61,8.563,2
"78587011.5",78587011,"likeability","No.",28,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-81,8.398,2
"78598192.5",78598192,"likeability","no",43,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,61,24.571,2
"78505451.5",78505451,"likeability","none",43,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,1,"e.Hanson",5,5,0,15.022,2
"78541780.5",78541780,"likeability","No",36,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-15,9.296,2
"78506673.5",78506673,"likeability","no",40,"c.2.Yr.Coll",1,0,0,0,0,0,1,0,0,1,"e.Hanson",5,5,-39,7.353,2
"78553493.5",78553493,"likeability","None.",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,42,14.233,2
"78516276.5",78516276,"likeability","",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,40,7.969,2
"78579435.5",78579435,"likeability","No",29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-84,5.365,2
"78510069.5",78510069,"likeability","No.",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-17,7.472,2
"78557263.5",78557263,"likeability","No. Movement (GIFs) of the robots would be more telling, I think. ",28,"c.2.Yr.Coll",1,0,0,0,1,0,0,0,0,0,"e.Hanson",5,5,-20,13.774,2
"78575386.5",78575386,"likeability","",32,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-70,6.204,2
"78519815.5",78519815,"likeability","",24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,44,6.596,2
"78516834.5",78516834,"likeability","Not _exactly, but there was an iFrame error and this popped up inside the turk window, which is mildly awkward.",43,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-14,9.021,2
"78575643.5",78575643,"likeability","no",61,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-60,11.138,2
"78574455.5",78574455,"likeability","No",28,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,80,10.339,2
"78594280.5",78594280,"likeability","no.",20,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"e.Hanson",5,5,-43,8.357,2
"78538917.5",78538917,"likeability","None",26,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,42,5.844,2
"78533169.5",78533169,"likeability","nope",43,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-66,6.033,2
"78569058.5",78569058,"likeability","no did not experince any confution or problems",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,82,11.938,2
"78590439.5",78590439,"likeability","No",36,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,70,27.186,2
"78557521.5",78557521,"likeability","no",34,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,0,7.778,2
"78551923.5",78551923,"likeability","NO",41,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,8,15.819,2
"78571036.5",78571036,"likeability","No.",66,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,44,7.266,2
"78569640.5",78569640,"likeability","No confusion or tech problems.",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-40,15.966,2
"78546738.5",78546738,"likeability","No technical problems occurred and verything in the survey was clearly written. Thank you",40,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"e.Hanson",5,5,-76,16.471,2
"78507849.5",78507849,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-44,278.5,2
"78564825.5",78564825,"likeability","",24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-9,4.858,2
"78577557.5",78577557,"likeability","not at all",40,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,1,"e.Hanson",5,5,0,17.548,2
"78570947.5",78570947,"likeability","No",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,61,5.348,2
"78509538.5",78509538,"likeability","nope, very well done.",19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,32,26.226,2
"78566517.5",78566517,"likeability","",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,90,15.663,2
"78505382.5",78505382,"likeability","no",35,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-100,5.896,2
"78593656.5",78593656,"likeability","no / ",23,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-17,13.621,2
"78522761.5",78522761,"likeability","No",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,22,14.747,2
"78557792.5",78557792,"likeability","no",37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-5,4.893,2
"78547367.5",78547367,"likeability","No, not at all.  Everything went super smooth !!",39,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-30,10.129,2
"78509567.5",78509567,"likeability","none",32,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,82,5.178,2
"78500446.5",78500446,"likeability","Nothing at all.",19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-43,5.737,2
"78575348.5",78575348,"likeability","No",29,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,"e.Hanson",5,5,45,7.397,2
"78507364.5",78507364,"likeability","no",22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-30,8.324,2
"78548361.5",78548361,"likeability","no",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,1,1,"e.Hanson",5,5,73,5.393,2
"78599218.5",78599218,"likeability","No, everything went great for me, thanks!",36,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-85,22.216,2
"78599540.5",78599540,"likeability","",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-17,6.134,2
"78521692.5",78521692,"likeability","No.",21,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"e.Hanson",5,5,40,5.579,2
"78549967.5",78549967,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,31,3.692,2
"78542590.5",78542590,"likeability","",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-11,10.415,2
"78504649.5",78504649,"likeability","",24,"b.HS.only",1,0,0,0,0,0,0,0,1,1,"e.Hanson",5,5,7,399.802,2
"78505107.5",78505107,"likeability","No",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,85,6.765,2
"78571006.5",78571006,"likeability","no",28,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-22,38.017,2
"78577730.5",78577730,"likeability","",29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,14,311.537,2
"78518449.5",78518449,"likeability","There was no confusions, or technical issues experienced. ",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,89,48.389,2
"78500266.5",78500266,"likeability","no",52,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-21,8.871,2
"78526036.5",78526036,"likeability","",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-100,6.853,2
"78520386.5",78520386,"likeability","No.",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,60,6.417,2
"78583315.5",78583315,"likeability","none",60,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-25,6.147,2
"78574033.5",78574033,"likeability","no, everything was very clear",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-63,8.139,2
"78567619.5",78567619,"likeability","No",47,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,100,8.589,2
"78512986.5",78512986,"likeability","no",22,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"e.Hanson",5,5,16,73.757,2
"78565068.5",78565068,"likeability","no",40,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-23,5.281,2
"78542649.5",78542649,"likeability","Nah, but theres no way any robot looks as good as that last one currently though!",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,75,8.233,2
"78559416.5",78559416,"likeability","",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,82,12.373,2
"78570194.5",78570194,"likeability","no",42,"Post.Grad.Degree",1,0,0,0,0,0,0,1,0,0,"e.Hanson",5,5,-60,14.221,2
"78501226.5",78501226,"likeability","no",51,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,21,7.747,2
"78556306.5",78556306,"likeability","No",28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,95,8.602,2
"78535296.5",78535296,"likeability","no, the pictures loaded up normally",34,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"e.Hanson",5,5,6,6.872,2
"78522611.5",78522611,"likeability","",24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-57,4.665,2
"78515824.5",78515824,"likeability","none",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-17,21.919,2
"78514000.5",78514000,"likeability","",25,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,9,6.915,2
"78536587.5",78536587,"likeability","Not at all",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,89,8.241,2
"78540881.5",78540881,"likeability","No",39,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,37,5.254,2
"78553448.5",78553448,"likeability","no problems, short and sweet, good pay",34,"Post.Grad.Degree",1,1,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-100,5.563,2
"78557270.5",78557270,"likeability","",27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,18,4.216,2
"78553832.5",78553832,"likeability","No.",28,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,20,8.065,2
"78589337.5",78589337,"likeability","No.",30,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-40,22.212,2
"78533910.5",78533910,"likeability","No, I think everything was well laid out and easy to understand. ",33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,80,24.413,2
"78575891.5",78575891,"likeability","no",31,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-41,31.435,2
"78585024.5",78585024,"likeability","I did not!",48,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,51,3.941,2
"78565830.5",78565830,"likeability","",28,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,51,3.742,2
"78509275.5",78509275,"likeability","No. ",29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-90,4.951,2
"78599818.5",78599818,"likeability","No ",36,"b.HS.only",0,1,0,0,0,0,0,0,0,0,"e.Hanson",5,5,74,17.979,2
"78563358.5",78563358,"likeability","no",45,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,10,7.794,2
"78589170.5",78589170,"likeability","No, everything functioned perfectly.",43,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,20,18.362,2
"78581243.5",78581243,"likeability","Nothing thanks!",54,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-71,12.419,2
"78526599.5",78526599,"likeability","I didn't experience any confusion or technical problems. ",29,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"e.Hanson",5,5,-62,5.098,2
"78590012.5",78590012,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,25,34.18,2
"78558626.5",78558626,"likeability","Nope, everything worked just fine.",45,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,-20,11.832,2
"78597626.5",78597626,"likeability","no",40,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-27,6.659,2
"78562641.5",78562641,"likeability","No.",29,"b.HS.only",0,0,0,0,0,0,0,1,0,1,"e.Hanson",5,5,-55,7.24,2
"78584093.5",78584093,"likeability","no. Everything ran smoothly.",33,"Post.Grad.Degree",0,0,0,0,0,0,0,1,0,1,"e.Hanson",5,5,-13,14.222,2
"78519827.5",78519827,"likeability","None",33,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"e.Hanson",5,5,1,17.238,1
"78599803.5",78599803,"likeability","no",39,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"e.Hanson",5,5,5,11.641,2
"78554236.5",78554236,"likeability","No.",52,"d.4.Yr.Coll",1,0,0,0,0,1,0,0,0,1,"e.Hanson",5,5,-50,20.244,2
"78591991.5",78591991,"likeability","none",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-37,4.356,2
"78536356.5",78536356,"likeability","Not at all",31,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"e.Hanson",5,5,-17,5.237,2
"78546224.5",78546224,"likeability","none",37,"Post.Grad.Degree",0,1,0,0,0,0,0,0,0,0,"e.Hanson",5,5,24,8.761,2
"78548732.6",78548732,"likeability","None",19,"b.HS.only",0,0,0,0,0,1,0,0,0,1,"f.Human",6,6,95,5.4,2
"78553569.6",78553569,"likeability","Nope",30,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"f.Human",6,6,82,5.629,2
"78560586.6",78560586,"likeability","",30,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,100,12.319,2
"78598420.6",78598420,"likeability","None.",36,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,52,9.599,2
"78595018.6",78595018,"likeability","",21,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,63,4.166,2
"78567686.6",78567686,"likeability","None",41,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,100,6.406,2
"78592807.6",78592807,"likeability","",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,82,15.53,2
"78567132.6",78567132,"likeability","There were no issues.",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,85,18.846,2
"78577037.6",78577037,"likeability","No",34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,79,19.592,2
"78562382.6",78562382,"likeability","none",33,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"f.Human",6,6,94,4.247,2
"78587011.6",78587011,"likeability","No.",28,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,100,14.834,2
"78598192.6",78598192,"likeability","no",43,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,60,9.854,2
"78505451.6",78505451,"likeability","none",43,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,1,"f.Human",6,6,-3,8.552,2
"78541780.6",78541780,"likeability","No",36,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,80,11.99,2
"78506673.6",78506673,"likeability","no",40,"c.2.Yr.Coll",1,0,0,0,0,0,1,0,0,1,"f.Human",6,6,-2,7.763,2
"78553493.6",78553493,"likeability","None.",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,42,10.924,2
"78516276.6",78516276,"likeability","",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,82,6.735,2
"78579435.6",78579435,"likeability","No",29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-74,6.099,2
"78510069.6",78510069,"likeability","No.",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,85,7.853,2
"78557263.6",78557263,"likeability","No. Movement (GIFs) of the robots would be more telling, I think. ",28,"c.2.Yr.Coll",1,0,0,0,1,0,0,0,0,0,"f.Human",6,6,40,12.586,2
"78575386.6",78575386,"likeability","",32,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-40,8.8,2
"78519815.6",78519815,"likeability","",24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,61,5.782,2
"78516834.6",78516834,"likeability","Not _exactly, but there was an iFrame error and this popped up inside the turk window, which is mildly awkward.",43,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-19,19.847,2
"78575643.6",78575643,"likeability","no",61,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-63,14.32,2
"78574455.6",78574455,"likeability","No",28,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,40,28.529,2
"78594280.6",78594280,"likeability","no.",20,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"f.Human",6,6,100,6.568,2
"78538917.6",78538917,"likeability","None",26,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,70,7.153,2
"78533169.6",78533169,"likeability","nope",43,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-100,7.087,2
"78569058.6",78569058,"likeability","no did not experince any confution or problems",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,37,7.576,2
"78590439.6",78590439,"likeability","No",36,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,80,33.782,2
