"","id","experiment","problems","age","educ","caucasian","hisp","black","middle.east","pacific.isl","native.am","south.asian","east.asian","southeast.asian","female","face","time","seen","main.rating","time.spent","seen.before"
"78557521.6",78557521,"likeability","no",34,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-2,10.97,2
"78551923.6",78551923,"likeability","NO",41,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,100,8.939,2
"78571036.6",78571036,"likeability","No.",66,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,41,13.641,2
"78569640.6",78569640,"likeability","No confusion or tech problems.",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-15,22.706,2
"78546738.6",78546738,"likeability","No technical problems occurred and verything in the survey was clearly written. Thank you",40,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"f.Human",6,6,100,27.516,2
"78507849.6",78507849,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,-22,13.632,2
"78564825.6",78564825,"likeability","",24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,72,3.259,2
"78577557.6",78577557,"likeability","not at all",40,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,1,"f.Human",6,6,95,9.692,2
"78570947.6",78570947,"likeability","No",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,100,3.957,2
"78509538.6",78509538,"likeability","nope, very well done.",19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,0,8.7,2
"78566517.6",78566517,"likeability","",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,100,9.105,2
"78505382.6",78505382,"likeability","no",35,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-100,4.604,2
"78593656.6",78593656,"likeability","no / ",23,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,81,37.893,2
"78522761.6",78522761,"likeability","No",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,62,16.607,2
"78557792.6",78557792,"likeability","no",37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,5,7.716,2
"78547367.6",78547367,"likeability","No, not at all.  Everything went super smooth !!",39,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,51,28.383,2
"78509567.6",78509567,"likeability","none",32,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,100,6.566,2
"78500446.6",78500446,"likeability","Nothing at all.",19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-9,8.202,2
"78575348.6",78575348,"likeability","No",29,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,"f.Human",6,6,100,2.684,2
"78507364.6",78507364,"likeability","no",22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,50,11.991,2
"78548361.6",78548361,"likeability","no",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,1,1,"f.Human",6,6,64,7.887,2
"78599218.6",78599218,"likeability","No, everything went great for me, thanks!",36,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,35,27.071,2
"78599540.6",78599540,"likeability","",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,23,7.234,2
"78521692.6",78521692,"likeability","No.",21,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"f.Human",6,6,60,4.613,2
"78549967.6",78549967,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,24,6.019,2
"78542590.6",78542590,"likeability","",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,100,9.257,2
"78504649.6",78504649,"likeability","",24,"b.HS.only",1,0,0,0,0,0,0,0,1,1,"f.Human",6,6,-10,53.072,2
"78505107.6",78505107,"likeability","No",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,100,4.2,2
"78571006.6",78571006,"likeability","no",28,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"f.Human",6,6,0,30.994,2
"78577730.6",78577730,"likeability","",29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-9,7.816,2
"78518449.6",78518449,"likeability","There was no confusions, or technical issues experienced. ",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,85,3.668,2
"78500266.6",78500266,"likeability","no",52,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,100,16.972,2
"78526036.6",78526036,"likeability","",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,42,7.615,2
"78520386.6",78520386,"likeability","No.",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,90,7.032,2
"78583315.6",78583315,"likeability","none",60,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,22,6.657,2
"78574033.6",78574033,"likeability","no, everything was very clear",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-65,13.288,2
"78567619.6",78567619,"likeability","No",47,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,100,12.033,2
"78512986.6",78512986,"likeability","no",22,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"f.Human",6,6,90,16.031,2
"78565068.6",78565068,"likeability","no",40,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,-21,5.911,2
"78542649.6",78542649,"likeability","Nah, but theres no way any robot looks as good as that last one currently though!",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,95,12.343,2
"78559416.6",78559416,"likeability","",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,89,8.085,2
"78570194.6",78570194,"likeability","no",42,"Post.Grad.Degree",1,0,0,0,0,0,0,1,0,0,"f.Human",6,6,80,7.842,2
"78501226.6",78501226,"likeability","no",51,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,28,57.39,2
"78556306.6",78556306,"likeability","No",28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,100,6.156,2
"78535296.6",78535296,"likeability","no, the pictures loaded up normally",34,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"f.Human",6,6,37,8.173,2
"78522611.6",78522611,"likeability","",24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,-61,9.565,2
"78515824.6",78515824,"likeability","none",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,36,23.263,2
"78514000.6",78514000,"likeability","",25,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,85,19.238,2
"78536587.6",78536587,"likeability","Not at all",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,99,4.914,2
"78540881.6",78540881,"likeability","No",39,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,100,16.975,2
"78553448.6",78553448,"likeability","no problems, short and sweet, good pay",34,"Post.Grad.Degree",1,1,0,0,0,0,0,0,0,1,"f.Human",6,6,-62,6.682,2
"78557270.6",78557270,"likeability","",27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,47,6.509,2
"78553832.6",78553832,"likeability","No.",28,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,50,8.763,2
"78589337.6",78589337,"likeability","No.",30,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,0,6.71,2
"78533910.6",78533910,"likeability","No, I think everything was well laid out and easy to understand. ",33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,100,25.856,2
"78575891.6",78575891,"likeability","no",31,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"f.Human",6,6,41,8.748,2
"78585024.6",78585024,"likeability","I did not!",48,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,92,5.037,2
"78565830.6",78565830,"likeability","",28,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,77,4.019,2
"78509275.6",78509275,"likeability","No. ",29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,-100,4.769,2
"78599818.6",78599818,"likeability","No ",36,"b.HS.only",0,1,0,0,0,0,0,0,0,0,"f.Human",6,6,100,24.674,2
"78563358.6",78563358,"likeability","no",45,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,20,9.935,2
"78589170.6",78589170,"likeability","No, everything functioned perfectly.",43,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,-20,11.874,2
"78581243.6",78581243,"likeability","Nothing thanks!",54,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,-100,7.595,2
"78526599.6",78526599,"likeability","I didn't experience any confusion or technical problems. ",29,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"f.Human",6,6,36,14.02,2
"78590012.6",78590012,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,48,821.413,2
"78558626.6",78558626,"likeability","Nope, everything worked just fine.",45,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,100,18.422,2
"78597626.6",78597626,"likeability","no",40,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,48,6.514,2
"78562641.6",78562641,"likeability","No.",29,"b.HS.only",0,0,0,0,0,0,0,1,0,1,"f.Human",6,6,0,7.554,2
"78584093.6",78584093,"likeability","no. Everything ran smoothly.",33,"Post.Grad.Degree",0,0,0,0,0,0,0,1,0,1,"f.Human",6,6,16,9.004,2
"78519827.6",78519827,"likeability","None",33,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"f.Human",6,6,2,5.478,1
"78599803.6",78599803,"likeability","no",39,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"f.Human",6,6,37,8.693,2
"78554236.6",78554236,"likeability","No.",52,"d.4.Yr.Coll",1,0,0,0,0,1,0,0,0,1,"f.Human",6,6,-100,8.122,2
"78591991.6",78591991,"likeability","none",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,74,4.255,2
"78536356.6",78536356,"likeability","Not at all",31,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"f.Human",6,6,55,2.969,2
"78546224.6",78546224,"likeability","none",37,"Post.Grad.Degree",0,1,0,0,0,0,0,0,0,0,"f.Human",6,6,100,6.739,2
