"","id","experiment","problems","age","educ","caucasian","hisp","black","middle.east","pacific.isl","native.am","south.asian","east.asian","southeast.asian","female","time","main.rating","time.spent","seen.before","face"
"78563487.5",78563487,"trust","Nope",22,"b.HS.only",1,0,0,0,0,0,0,0,0,0,5,20,7.302,2,"e.Hanson"
"78528362.5",78528362,"trust","none",25,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,5,15,10.208,2,"e.Hanson"
"78511567.5",78511567,"trust","none, thanks!",25,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,5,20,7.694,2,"e.Hanson"
"78503669.5",78503669,"trust","No issues.",30,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,10,4.344,2,"e.Hanson"
"78592487.5",78592487,"trust","none",24,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,5,36,2.705,2,"e.Hanson"
"78575970.5",78575970,"trust","No",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,5,10,11.239,2,"e.Hanson"
"78500101.5",78500101,"trust","a bit",19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,5,47,3.001,2,"e.Hanson"
"78531088.5",78531088,"trust","",38,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,5,100,6.347,2,"e.Hanson"
"78511239.5",78511239,"trust","No problems at all.",35,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,5,35,16.422,2,"e.Hanson"
"78571823.5",78571823,"trust","none",39,"b.HS.only",1,0,0,0,0,0,0,0,0,1,5,39,4.74,2,"e.Hanson"
"78549910.5",78549910,"trust","",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,93,3.656,2,"e.Hanson"
"78543404.5",78543404,"trust","there were no problems.",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,50,6.793,2,"e.Hanson"
"78571407.5",78571407,"trust","",31,"c.2.Yr.Coll",0,1,0,0,1,0,0,0,0,1,5,50,22.819,2,"e.Hanson"
"78535143.5",78535143,"trust","No problems or confusion. / ",54,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,5,10,6.378,2,"e.Hanson"
"78546735.5",78546735,"trust","No issues.",48,"b.HS.only",0,0,0,0,0,0,0,0,1,0,5,9,5.385,2,"e.Hanson"
"78571450.5",78571450,"trust","",32,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,5,30,18.395,2,"e.Hanson"
"78572783.5",78572783,"trust","No, I was unable to begin it for quite a few minutes as I received a phone call after accepting the hit. I finished the call and began the survey.",26,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,5,0,4.234,2,"e.Hanson"
"78536369.5",78536369,"trust","",22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,5,0,3.848,2,"e.Hanson"
"78537733.5",78537733,"trust","none",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,74,5.365,2,"e.Hanson"
"78533517.5",78533517,"trust","no",41,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,54,3.153,1,"e.Hanson"
"78558814.5",78558814,"trust","",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,50,11.953,2,"e.Hanson"
"78552348.5",78552348,"trust","no",27,"b.HS.only",0,1,0,0,0,0,0,0,0,1,5,59,4.882,2,"e.Hanson"
"78502147.5",78502147,"trust","none",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,10,12.235,2,"e.Hanson"
"78555053.5",78555053,"trust","N/A. Have a great week!",27,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,5,64,4.437,2,"e.Hanson"
"78505310.5",78505310,"trust","No problems.",32,"b.HS.only",1,0,0,0,0,0,0,1,0,0,5,20,9.389,2,"e.Hanson"
"78562581.5",78562581,"trust","no",42,"b.HS.only",1,0,0,0,0,0,0,0,0,0,5,40,9.822,2,"e.Hanson"
"78536669.5",78536669,"trust","no",35,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,5,60,10.261,2,"e.Hanson"
"78569892.5",78569892,"trust","No.",60,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,5,30,13.572,2,"e.Hanson"
"78543656.5",78543656,"trust","None at all!",25,"b.HS.only",1,0,0,0,0,0,0,0,0,0,5,20,7.683,2,"e.Hanson"
"78597788.5",78597788,"trust","No",27,"b.HS.only",1,0,0,0,0,0,0,0,0,1,5,10,8.607,2,"e.Hanson"
"78527562.5",78527562,"trust","No",28,"Post.Grad.Degree",0,0,0,0,0,0,0,0,1,0,5,40,14.564,2,"e.Hanson"
"78513264.5",78513264,"trust","",36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,46,11.145,2,"e.Hanson"
"78585081.5",78585081,"trust","No",28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,5,0,4.915,2,"e.Hanson"
"78583778.5",78583778,"trust","No.",43,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,5,0,28.888,2,"e.Hanson"
"78545323.5",78545323,"trust","No",38,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,5,0,13.587,2,"e.Hanson"
"78511987.5",78511987,"trust","No",22,"b.HS.only",0,1,0,0,0,0,0,0,0,1,5,40,10.649,2,"e.Hanson"
"78566645.5",78566645,"trust","no",22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,3,3.246,2,"e.Hanson"
"78517354.5",78517354,"trust","None!",28,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,5,10,7.864,2,"e.Hanson"
"78595773.5",78595773,"trust","no",38,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,5,84,3.743,2,"e.Hanson"
"78526822.5",78526822,"trust","",25,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,0,5,10,6.062,2,"e.Hanson"
"78532223.5",78532223,"trust","No problems",35,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,1,5,100,7.294,2,"e.Hanson"
"78546442.5",78546442,"trust","No",24,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,5,80,6.414,2,"e.Hanson"
"78541123.5",78541123,"trust","",24,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,0,5,30,3.458,2,"e.Hanson"
"78574221.5",78574221,"trust","",28,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,5,9,6.291,2,"e.Hanson"
"78596493.5",78596493,"trust","No",24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,5,50,4.673,2,"e.Hanson"
"78536824.5",78536824,"trust","",26,"b.HS.only",1,0,0,0,0,0,0,0,0,0,5,48,2.541,1,"e.Hanson"
"78572264.5",78572264,"trust","Nope",24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,5,10,4.239,2,"e.Hanson"
"78590426.5",78590426,"trust","No.",37,"d.4.Yr.Coll",1,0,0,0,0,0,1,0,0,1,5,20,8.304,2,"e.Hanson"
"78597122.5",78597122,"trust","no",36,"b.HS.only",1,0,0,0,0,0,0,0,0,1,5,10,7.263,2,"e.Hanson"
"78516566.5",78516566,"trust","No",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,5,5,4.445,2,"e.Hanson"
"78532651.5",78532651,"trust","NO",32,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,71,14.9,2,"e.Hanson"
"78527550.5",78527550,"trust","NO",62,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,40,17.093,2,"e.Hanson"
"78538966.5",78538966,"trust","No",60,"b.HS.only",1,0,0,0,0,0,0,0,0,0,5,100,36.547,2,"e.Hanson"
"78506627.5",78506627,"trust","no",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,100,3.415,2,"e.Hanson"
"78556158.5",78556158,"trust","no",22,"b.HS.only",1,0,0,0,0,0,0,0,0,0,5,20,5.828,2,"e.Hanson"
"78508435.5",78508435,"trust","no",30,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,5,75,10.769,2,"e.Hanson"
"78581615.5",78581615,"trust","",42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,5,0,13.991,2,"e.Hanson"
"78593011.5",78593011,"trust","no",60,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,40,23.657,2,"e.Hanson"
"78561540.5",78561540,"trust","no",24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,69,8.533,2,"e.Hanson"
"78538995.5",78538995,"trust","no",28,"b.HS.only",1,0,0,0,0,0,0,0,0,1,5,44,50.675,2,"e.Hanson"
"78515210.5",78515210,"trust","no",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,5,64,14.414,2,"e.Hanson"
"78557698.6",78557698,"trust","Nope",27,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,6,50,3.526,2,"f.Human"
"78592454.6",78592454,"trust","",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,56,3.987,2,"f.Human"
"78535832.6",78535832,"trust","no",24,"b.HS.only",0,1,0,0,0,0,0,0,0,0,6,29,5.37,2,"f.Human"
"78599174.6",78599174,"trust","no",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,68,7.283,1,"f.Human"
"78519821.6",78519821,"trust","",41,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,61,30.468,1,"f.Human"
"78504272.6",78504272,"trust","no",32,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,6,50,15.35,2,"f.Human"
"78511216.6",78511216,"trust","no",24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,9,5.762,2,"f.Human"
"78585514.6",78585514,"trust","",29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,0,5.682,2,"f.Human"
"78528526.6",78528526,"trust","no",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,35,11.149,2,"f.Human"
"78578713.6",78578713,"trust","no",41,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,9,8.577,2,"f.Human"
"78527067.6",78527067,"trust","no",32,"b.HS.only",1,0,0,0,0,0,0,0,0,1,6,10,6.714,2,"f.Human"
"78560919.6",78560919,"trust","none",40,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,100,9.374,2,"f.Human"
"78579143.6",78579143,"trust","NO",46,"a.No.HS",1,0,0,0,0,0,0,0,0,1,6,10,10.031,2,"f.Human"
"78553402.6",78553402,"trust","No",32,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,100,3.725,2,"f.Human"
"78505334.6",78505334,"trust","No",39,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,7,4.842,2,"f.Human"
"78583828.6",78583828,"trust","No.",35,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,11,8.742,2,"f.Human"
"78560549.6",78560549,"trust","no",47,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,14,10.811,2,"f.Human"
"78519295.6",78519295,"trust","no",31,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,6,80,13.755,1,"f.Human"
"78536169.6",78536169,"trust","no",59,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,6,7.463,2,"f.Human"
"78597857.6",78597857,"trust","No",25,"b.HS.only",1,0,0,0,0,0,0,0,1,0,6,27,9.907,2,"f.Human"
"78591259.6",78591259,"trust","None",24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,30,10.988,2,"f.Human"
"78585757.6",78585757,"trust","no, it ran very smoothly",48,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,18,36.523,2,"f.Human"
"78529505.6",78529505,"trust","No confusion or problems. ",33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,100,24.843,2,"f.Human"
"78556044.6",78556044,"trust","Went smoothly",19,"b.HS.only",0,0,0,0,1,0,0,0,0,1,6,51,5.745,2,"f.Human"
"78561251.6",78561251,"trust","N/A",24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,50,10.706,2,"f.Human"
"78535286.6",78535286,"trust","I did not experience any confusion or technical problems.",28,"b.HS.only",0,0,0,0,0,0,0,0,1,0,6,50,7.775,2,"f.Human"
"78558226.6",78558226,"trust","No confusion or technical problems.",27,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,0,6,10,8.956,2,"f.Human"
"78542181.6",78542181,"trust","No problems at all",43,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,35,13.22,2,"f.Human"
"78528215.6",78528215,"trust","",36,"b.HS.only",0,0,0,0,0,0,0,0,1,0,6,1,5.085,2,"f.Human"
"78568712.6",78568712,"trust","N/A",29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,50,5.644,2,"f.Human"
"78597180.6",78597180,"trust","No I did not",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,20,10.427,2,"f.Human"
"78598423.6",78598423,"trust","No",28,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,0,6,19,5.078,2,"f.Human"
"78547563.6",78547563,"trust","Not at all.",70,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,50,11.014,2,"f.Human"
"78526619.6",78526619,"trust","No problems.",25,"b.HS.only",0,0,0,0,0,1,0,0,0,0,6,10,6.638,1,"f.Human"
"78585731.6",78585731,"trust","",28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,60,6.548,2,"f.Human"
"78540623.6",78540623,"trust","",29,"b.HS.only",0,1,0,0,0,0,0,0,0,1,6,20,12.469,2,"f.Human"
"78535997.6",78535997,"trust","nope",34,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,51,6.128,2,"f.Human"
"78563487.6",78563487,"trust","Nope",22,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,30,11.458,2,"f.Human"
"78528362.6",78528362,"trust","none",25,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,6,12,5.103,1,"f.Human"
"78511567.6",78511567,"trust","none, thanks!",25,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,20,10.501,2,"f.Human"
"78503669.6",78503669,"trust","No issues.",30,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,10,7.582,2,"f.Human"
"78592487.6",78592487,"trust","none",24,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,6,20,3.471,2,"f.Human"
"78575970.6",78575970,"trust","No",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,5,9.311,2,"f.Human"
"78500101.6",78500101,"trust","a bit",19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,41,7.85,2,"f.Human"
"78531088.6",78531088,"trust","",38,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,6,100,9.769,2,"f.Human"
"78511239.6",78511239,"trust","No problems at all.",35,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,6,10,22.333,2,"f.Human"
"78571823.6",78571823,"trust","none",39,"b.HS.only",1,0,0,0,0,0,0,0,0,1,6,53,5.082,2,"f.Human"
"78549910.6",78549910,"trust","",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,20,7.05,2,"f.Human"
"78543404.6",78543404,"trust","there were no problems.",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,60,5.542,2,"f.Human"
"78571407.6",78571407,"trust","",31,"c.2.Yr.Coll",0,1,0,0,1,0,0,0,0,1,6,29,6.906,2,"f.Human"
"78535143.6",78535143,"trust","No problems or confusion. / ",54,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,60,11.375,2,"f.Human"
"78546735.6",78546735,"trust","No issues.",48,"b.HS.only",0,0,0,0,0,0,0,0,1,0,6,10,11.047,2,"f.Human"
"78571450.6",78571450,"trust","",32,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,6,54,15.725,2,"f.Human"
"78572783.6",78572783,"trust","No, I was unable to begin it for quite a few minutes as I received a phone call after accepting the hit. I finished the call and began the survey.",26,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,0,10.227,2,"f.Human"
"78536369.6",78536369,"trust","",22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,0,4.435,2,"f.Human"
"78537733.6",78537733,"trust","none",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,100,8.494,2,"f.Human"
"78533517.6",78533517,"trust","no",41,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,62,4.503,1,"f.Human"
"78558814.6",78558814,"trust","",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,50,8.161,2,"f.Human"
"78552348.6",78552348,"trust","no",27,"b.HS.only",0,1,0,0,0,0,0,0,0,1,6,49,4.963,2,"f.Human"
"78502147.6",78502147,"trust","none",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,0,3.482,2,"f.Human"
"78555053.6",78555053,"trust","N/A. Have a great week!",27,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,77,4.52,2,"f.Human"
"78505310.6",78505310,"trust","No problems.",32,"b.HS.only",1,0,0,0,0,0,0,1,0,0,6,50,15.155,2,"f.Human"
"78562581.6",78562581,"trust","no",42,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,0,9.773,2,"f.Human"
"78536669.6",78536669,"trust","no",35,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,6,20,9.006,2,"f.Human"
"78569892.6",78569892,"trust","No.",60,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,6,0,8.13,2,"f.Human"
"78543656.6",78543656,"trust","None at all!",25,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,40,6.374,2,"f.Human"
"78597788.6",78597788,"trust","No",27,"b.HS.only",1,0,0,0,0,0,0,0,0,1,6,49,9.666,2,"f.Human"
"78527562.6",78527562,"trust","No",28,"Post.Grad.Degree",0,0,0,0,0,0,0,0,1,0,6,50,29.637,2,"f.Human"
"78513264.6",78513264,"trust","",36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,55,144.686,2,"f.Human"
"78585081.6",78585081,"trust","No",28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,0,6.648,2,"f.Human"
"78583778.6",78583778,"trust","No.",43,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,6,20,26.323,2,"f.Human"
"78545323.6",78545323,"trust","No",38,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,6,0,4.888,2,"f.Human"
"78511987.6",78511987,"trust","No",22,"b.HS.only",0,1,0,0,0,0,0,0,0,1,6,3,9.574,2,"f.Human"
"78566645.6",78566645,"trust","no",22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,50,4.338,2,"f.Human"
"78517354.6",78517354,"trust","None!",28,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,6,20,27.911,2,"f.Human"
"78595773.6",78595773,"trust","no",38,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,6,90,2.128,2,"f.Human"
"78526822.6",78526822,"trust","",25,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,0,6,20,7.475,2,"f.Human"
"78532223.6",78532223,"trust","No problems",35,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,1,6,100,7.462,2,"f.Human"
"78546442.6",78546442,"trust","No",24,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,6,70,9.259,2,"f.Human"
"78541123.6",78541123,"trust","",24,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,0,6,57,3.801,2,"f.Human"
"78574221.6",78574221,"trust","",28,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,6,12,2.755,2,"f.Human"
"78596493.6",78596493,"trust","No",24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,40,6.044,2,"f.Human"
"78536824.6",78536824,"trust","",26,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,35,4.591,1,"f.Human"
"78572264.6",78572264,"trust","Nope",24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,15,6.573,2,"f.Human"
"78590426.6",78590426,"trust","No.",37,"d.4.Yr.Coll",1,0,0,0,0,0,1,0,0,1,6,25,20.038,2,"f.Human"
"78597122.6",78597122,"trust","no",36,"b.HS.only",1,0,0,0,0,0,0,0,0,1,6,15,6.295,2,"f.Human"
"78516566.6",78516566,"trust","No",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,3,5.519,2,"f.Human"
"78532651.6",78532651,"trust","NO",32,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,5,13.267,2,"f.Human"
"78527550.6",78527550,"trust","NO",62,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,60,9.832,2,"f.Human"
"78538966.6",78538966,"trust","No",60,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,0,9.558,2,"f.Human"
"78506627.6",78506627,"trust","no",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,100,4.482,2,"f.Human"
"78556158.6",78556158,"trust","no",22,"b.HS.only",1,0,0,0,0,0,0,0,0,0,6,5,5.241,2,"f.Human"
"78508435.6",78508435,"trust","no",30,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,75,13.99,2,"f.Human"
"78581615.6",78581615,"trust","",42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,6,5,17.817,2,"f.Human"
"78593011.6",78593011,"trust","no",60,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,70,26.482,2,"f.Human"
"78561540.6",78561540,"trust","no",24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,73,5.794,2,"f.Human"
"78538995.6",78538995,"trust","no",28,"b.HS.only",1,0,0,0,0,0,0,0,0,1,6,44,22.689,2,"f.Human"
"78515210.6",78515210,"trust","no",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,6,76,29.065,2,"f.Human"
