0.000000 	 0.100200 	 0.000001 	 1.995102 	 0.014002 
0.000100 	 0.100399 	 0.000002 	 1.989291 	 0.019165 
0.000200 	 0.100598 	 0.000004 	 1.983973 	 0.023487 
0.000300 	 0.100796 	 0.000006 	 1.978869 	 0.027796 
0.000400 	 0.100993 	 0.000009 	 1.974323 	 0.031229 
0.000500 	 0.101191 	 0.000012 	 1.969185 	 0.034674 
0.000600 	 0.101387 	 0.000015 	 1.964566 	 0.037314 
0.000700 	 0.101583 	 0.000018 	 1.959944 	 0.040031 
0.000800 	 0.101779 	 0.000022 	 1.954820 	 0.041330 
0.000900 	 0.101974 	 0.000026 	 1.950046 	 0.043558 
0.001000 	 0.102169 	 0.000029 	 1.944250 	 0.045830 
0.001100 	 0.102363 	 0.000034 	 1.939466 	 0.047886 
0.001200 	 0.102557 	 0.000038 	 1.934779 	 0.049728 
0.001300 	 0.102750 	 0.000042 	 1.929947 	 0.051898 
0.001400 	 0.102943 	 0.000047 	 1.925638 	 0.053744 
0.001500 	 0.103135 	 0.000052 	 1.920975 	 0.055715 
0.001600 	 0.103327 	 0.000056 	 1.916539 	 0.057170 
0.001700 	 0.103519 	 0.000062 	 1.911121 	 0.058496 
0.001800 	 0.103709 	 0.000067 	 1.905475 	 0.060170 
0.001900 	 0.103900 	 0.000072 	 1.900685 	 0.062679 
0.002000 	 0.104090 	 0.000078 	 1.895985 	 0.063725 
0.002100 	 0.104279 	 0.000083 	 1.891389 	 0.065167 
0.002200 	 0.104468 	 0.000089 	 1.886467 	 0.066311 
0.002300 	 0.104656 	 0.000095 	 1.881814 	 0.068265 
0.002400 	 0.104844 	 0.000101 	 1.876882 	 0.069372 
0.002500 	 0.105032 	 0.000107 	 1.871268 	 0.070771 
0.002600 	 0.105219 	 0.000113 	 1.866793 	 0.072016 
0.002700 	 0.105405 	 0.000120 	 1.862104 	 0.072514 
0.002800 	 0.105591 	 0.000126 	 1.856904 	 0.073471 
0.002900 	 0.105776 	 0.000132 	 1.851457 	 0.075232 
0.003000 	 0.105961 	 0.000139 	 1.847315 	 0.076576 
0.003100 	 0.106146 	 0.000146 	 1.842764 	 0.078039 
0.003200 	 0.106330 	 0.000153 	 1.838883 	 0.078862 
0.003300 	 0.106513 	 0.000160 	 1.833286 	 0.079873 
0.003400 	 0.106697 	 0.000167 	 1.828045 	 0.080268 
0.003500 	 0.106879 	 0.000174 	 1.822829 	 0.081218 
0.003600 	 0.107061 	 0.000181 	 1.818093 	 0.083120 
0.003700 	 0.107243 	 0.000188 	 1.812811 	 0.084067 
0.003800 	 0.107424 	 0.000195 	 1.808163 	 0.085218 
0.003900 	 0.107604 	 0.000203 	 1.803097 	 0.086254 
0.004000 	 0.107784 	 0.000210 	 1.798977 	 0.086758 
0.004100 	 0.107964 	 0.000218 	 1.793554 	 0.087445 
0.004200 	 0.108143 	 0.000225 	 1.788746 	 0.088251 
0.004300 	 0.108322 	 0.000233 	 1.783823 	 0.088566 
0.004400 	 0.108500 	 0.000241 	 1.779006 	 0.089629 
0.004500 	 0.108678 	 0.000248 	 1.773971 	 0.091324 
0.004600 	 0.108855 	 0.000256 	 1.768230 	 0.092767 
0.004700 	 0.109031 	 0.000264 	 1.762502 	 0.094236 
0.004800 	 0.109207 	 0.000273 	 1.757373 	 0.095766 
0.004900 	 0.109383 	 0.000281 	 1.752369 	 0.096150 
0.005000 	 0.109558 	 0.000289 	 1.747246 	 0.097986 
0.005100 	 0.109732 	 0.000298 	 1.742187 	 0.099739 
0.005200 	 0.109906 	 0.000307 	 1.736527 	 0.100635 
0.005300 	 0.110080 	 0.000315 	 1.731399 	 0.102067 
0.005400 	 0.110252 	 0.000324 	 1.726341 	 0.102168 
0.005500 	 0.110425 	 0.000333 	 1.721919 	 0.102567 
0.005600 	 0.110597 	 0.000342 	 1.716512 	 0.103424 
0.005700 	 0.110768 	 0.000351 	 1.711012 	 0.104908 
0.005800 	 0.110939 	 0.000360 	 1.705514 	 0.105263 
0.005900 	 0.111109 	 0.000369 	 1.700820 	 0.105455 
0.006000 	 0.111279 	 0.000379 	 1.696122 	 0.105945 
0.006100 	 0.111448 	 0.000388 	 1.691643 	 0.106673 
0.006200 	 0.111617 	 0.000397 	 1.686492 	 0.107749 
0.006300 	 0.111786 	 0.000406 	 1.680658 	 0.108520 
0.006400 	 0.111954 	 0.000416 	 1.676281 	 0.109897 
0.006500 	 0.112121 	 0.000425 	 1.671772 	 0.111136 
0.006600 	 0.112288 	 0.000435 	 1.667094 	 0.111722 
0.006700 	 0.112454 	 0.000445 	 1.662072 	 0.112532 
0.006800 	 0.112620 	 0.000454 	 1.657447 	 0.112590 
0.006900 	 0.112786 	 0.000464 	 1.652954 	 0.113629 
0.007000 	 0.112951 	 0.000474 	 1.648336 	 0.114185 
0.007100 	 0.113116 	 0.000484 	 1.643566 	 0.115419 
0.007200 	 0.113280 	 0.000494 	 1.638220 	 0.116442 
0.007300 	 0.113443 	 0.000504 	 1.632351 	 0.117172 
0.007400 	 0.113606 	 0.000514 	 1.626821 	 0.117617 
0.007500 	 0.113769 	 0.000524 	 1.621566 	 0.118399 
0.007600 	 0.113930 	 0.000534 	 1.616010 	 0.119038 
0.007700 	 0.114092 	 0.000545 	 1.610687 	 0.120312 
0.007800 	 0.114253 	 0.000555 	 1.605831 	 0.121278 
0.007900 	 0.114413 	 0.000566 	 1.600257 	 0.121658 
0.008000 	 0.114573 	 0.000576 	 1.595433 	 0.122250 
